"Annotation","mean_group1","sd_group1","mean_group2","sd_group2","p.val","p.adj"
"dephospho.CoA.kinase..TIGR00152.",1.37738581944356,1.61712686814657,3.36427137898242,2.23573939770645,0.0026712901138116,0.0147686069302124
"X3.4.dihydroxyphenylacetate.2.3.dioxygenase..TIGR02295.",2.3393832285396,3.38435482899981,2.37219906222193,2.27367315782838,0.00553822759882964,0.0147686069302124
"acetoin.reductases..TIGR02415.",2.17686849144357,3.70176582617181,2.90183001454694,2.73324888083528,0.00378733628292518,0.0147686069302124
"glucan.1.4.alpha.glucosidase..TIGR01535.",0.278292493266656,0.570500278882691,2.12417423062675,1.37317202968202,0.00761140634294231,0.0152228126858846
"protocatechuate.4.5.dioxygenase..alpha.subunit..TIGR02792.",0.268381880456565,0.546118785299858,1.16102422075205,1.26312206273951,0.0176250215894785,0.0282000345431656
