"Annotation","mean_group1","sd_group1","mean_group2","sd_group2","p.val","p.adj"
"PF10145",5.82525435767783,8.00487430680832,9.69192993724435,6.94742172051642,6.91182290632137e-06,0.000193531041376998
"PF13976",12.3296094320429,9.99153148182317,19.3403787164166,4.94752195983741,0.000204455698619232,0.00286237978066925
"PF03613",3.65925818466566,5.48735917956524,7.00758308828329,1.32675055731917,0.00438827606287507,0.0409572432535006
"PHD.finger..PF00628.",3.33308602968809,3.8035524553158,7.70834748952182,2.20798594313763,0.00602997576675733,0.0422098303673013
