"","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"Acrylyl.CoA.reductase..NADPH...1.3.1.84.","0","0","0","0","7","0","1","0","5","0","3","0","0","0","1","0","0"
"tRNA.dihydrouridine.47..synthase..NAD.P.......1.3.1.89.","0","0","0","0","0","0","0","0","2","0","2","0","1","0","2","0","0"
"Enoyl..acyl.carrier.protein..reductase..NADH...1.3.1.9."," 0"," 0"," 0"," 0","12"," 3"," 2","13"," 7"," 8","36"," 3","22","24","26","22"," 0"
"UDP.N.acetylmuramate.dehydrogenase..1.3.1.98."," 0"," 0"," 0"," 0","13","10"," 0"," 6"," 7"," 2","48"," 8","32","22","16","32"," 4"
"Oxidoreductases....Acting.on.the.CH.CH.group.of.donors....With.oxygen.as.acceptor..1.3.3...","0","0","0","0","0","0","0","0","0","0","2","0","1","2","2","1","0"
"Pyrroloquinoline.quinone.synthase..1.3.3.11."," 0"," 0"," 0"," 0"," 1"," 6"," 5"," 2"," 0"," 1"," 2"," 5","10"," 4"," 1"," 3"," 0"
"Coproporphyrinogen.oxidase..1.3.3.3."," 0"," 0"," 0"," 0","11"," 2"," 3","10"," 9"," 6","25"," 1","16","18"," 6","14"," 4"
"Protoporphyrinogen.oxidase..1.3.3.4.","0","0","0","3","0","3","1","4","1","1","8","4","7","5","6","4","0"
"Bilirubin.oxidase..1.3.3.5.","0","0","0","0","0","0","0","2","0","0","1","0","0","2","4","4","5"
"Acyl.CoA.oxidase..1.3.3.6."," 0"," 0"," 0"," 0"," 9"," 1"," 1"," 4"," 0"," 0","22"," 0"," 9","15"," 8"," 7"," 1"
"Succinate.dehydrogenase..quinone...1.3.5.1."," 0"," 0"," 0"," 1","16"," 3"," 2","12"," 5"," 1","97","10","38","52","24","80"," 6"
"Dihydroorotate.dehydrogenase..quinone...1.3.5.2."," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 2"," 2"," 3","26"," 3","15"," 5"," 1"," 6"," 0"
"X9.9..di.cis.zeta.carotene.desaturase..1.3.5.6.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ferredoxin.protochlorophyllide.reductase..ATP.dependent...1.3.7.7.","0","0","0","1","3","3","0","0","3","1","1","0","0","1","1","2","0"
"Benzoyl.CoA.reductase..1.3.7.8.","0","0","0","0","0","0","0","1","0","2","0","0","1","0","0","0","0"
"X4.hydroxybenzoyl.CoA.reductase..1.3.7.9.","0","0","0","0","2","0","0","0","1","1","1","0","2","0","1","2","1"
"Oxidoreductases....Acting.on.the.CH.CH.group.of.donors....With.a.flavin.as.acceptor..1.3.8..."," 0"," 3"," 0"," 0"," 8"," 0"," 0"," 0"," 6"," 0","35"," 0","11","23","15","38"," 0"
"Short.chain.acyl.CoA.dehydrogenase..1.3.8.1."," 0"," 0"," 0"," 0","11"," 0"," 0","11"," 7"," 1","96"," 3","44","48","33","79"," 0"
"X4.4..diapophytoene.desaturase..1.3.8.2.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"X.R..benzylsuccinyl.CoA.dehydrogenase..1.3.8.3.","0","0","0","0","0","0","1","0","0","0","0","0","0","4","2","2","0"
"Isovaleryl.CoA.dehydrogenase..1.3.8.4."," 0"," 9"," 0"," 0"," 7"," 0"," 2"," 6"," 2"," 2","47"," 2","21","12"," 3","25"," 3"
"Glutaryl.CoA.dehydrogenase..ETF...1.3.8.6."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 3"," 2"," 0","22"," 0","10","13"," 4","17"," 0"
"Medium.chain.acyl.CoA.dehydrogenase..1.3.8.7.","0","0","0","0","1","0","1","1","0","0","3","0","3","1","2","2","1"
"Long.chain.acyl.CoA.dehydrogenase..1.3.8.8.","0","0","0","0","3","0","5","0","0","4","7","2","7","0","4","2","0"
"Dihydroorotate.oxidase..fumarate...1.3.98.1.","0","1","0","0","2","5","1","2","1","2","2","1","8","1","3","2","0"
"Oxidoreductases....Acting.on.the.CH.CH.group.of.donors....With.other.acceptors..1.3.99...","  0","  0","  0","  0"," 50","  0"," 14"," 25"," 10","  7","115"," 12"," 52"," 79"," 52"," 62","  1"
"Deleted.entry..1.3.99.1.","  0","  0","  0","  0"," 43"," 34"," 14"," 37","  4"," 13","141"," 18","110"," 70"," 61"," 93","  0"
"Transferred.entry..1.3.8.4..1.3.99.10.","0","0","0","0","3","0","0","0","0","0","6","0","0","2","1","1","0"
"X2.methylacyl.CoA.dehydrogenase..1.3.99.12.","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"Transferred.entry..1.3.8.8..1.3.99.13.","0","0","0","0","0","0","0","1","0","0","1","0","0","0","2","3","0"
"Transferred.entry..1.3.7.8..1.3.99.15.","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0"
"Isoquinoline.1.oxidoreductase..1.3.99.16."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 1"," 0","24"," 5"," 5","23"," 4","20"," 0"
"Transferred.entry..1.3.8.1..1.3.99.2.","0","0","0","0","0","0","1","0","0","1","7","0","2","2","2","4","0"
"Transferred.entry..1.3.8.3..1.3.99.21.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coproporphyrinogen.dehydrogenase..1.3.99.22."," 0"," 2"," 0"," 4","14","14","12","21","13"," 2","65"," 2","26","34","11","38"," 2"
"All.trans.retinol.13.14.reductase..1.3.99.23.","0","0","0","0","0","3","0","0","1","0","0","0","0","3","0","0","0"
"Transferred.entry..1.3.8.7..1.3.8.8.and.1.3.8.9..1.3.99.3."," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 4"," 0"," 0","15"," 1","12","12"," 3","15"," 0"
"Glutaryl.CoA.dehydrogenase..acceptor...1.3.99.32.","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0"
"X3.oxosteroid.1.dehydrogenase..1.3.99.4.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"X3.oxo.5.alpha.steroid.4.dehydrogenase..acceptor...1.3.99.5.","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Transferred.entry..1.3.8.6..1.3.99.7."," 0"," 3"," 0"," 0"," 9"," 0"," 1"," 3"," 4"," 0","25"," 3"," 8"," 7"," 3","10"," 3"
"Oxidoreductases....Acting.on.the.CH.NH.2..group.of.donors..1.4.....","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"Oxidoreductases....Acting.on.the.CH.NH.2..group.of.donors....With.NAD....or.NADP....as.acceptor..1.4.1...","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Alanine.dehydrogenase..1.4.1.1."," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 3"," 0"," 0","31"," 0","14","23","15","41"," 0"
"L.erythro.3.5.diaminohexanoate.dehydrogenase..1.4.1.11.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"X2.4.diaminopentanoate.dehydrogenase..1.4.1.12.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Glutamate.synthase..NADPH...1.4.1.13.","  0","  0","  0","  0"," 63"," 29"," 25"," 20"," 32"," 12","141"," 20","109"," 73"," 69","118","  7"
"Glutamate.synthase..NADH...1.4.1.14."," 0"," 0"," 0"," 0","13"," 0"," 0"," 0"," 8"," 0","44"," 0","15","27","12","26"," 0"
"Diaminopimelate.dehydrogenase..1.4.1.16.","0","0","0","0","0","0","1","1","0","0","5","1","0","1","1","2","2"
"Glutamate.dehydrogenase..1.4.1.2."," 0"," 0"," 0"," 0","17"," 0"," 0"," 1","12"," 0"," 8"," 0","13","14","12","29"," 0"
"Aspartate.dehydrogenase..1.4.1.21.","0","0","0","0","0","0","0","0","0","0","4","0","2","0","1","1","0"
"Glutamate.dehydrogenase..NAD.P.......1.4.1.3."," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 2"," 0"," 2"," 2"," 2","10"," 0"
"Glutamate.dehydrogenase..NADP......1.4.1.4."," 0"," 0"," 0"," 2"," 9"," 5"," 1"," 2"," 4"," 3"," 9","10","15"," 3"," 7"," 0"," 1"
"Leucine.dehydrogenase..1.4.1.9.","0","0","0","0","0","0","1","0","0","0","0","0","1","0","3","0","0"
"Oxidoreductases....Acting.on.the.CH.NH.2..group.of.donors....With.oxygen.as.acceptor..1.4.3..."," 0"," 0"," 0"," 2"," 3"," 0"," 3"," 0"," 4"," 0"," 5"," 3"," 8"," 2"," 4","10"," 0"
"Putrescine.oxidase..1.4.3.10.","0","0","0","0","0","0","0","0","0","0","2","1","3","7","2","4","0"
"L.glutamate.oxidase..1.4.3.11.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"L.aspartate.oxidase..1.4.3.16."," 0"," 0"," 0"," 0","14"," 1"," 8"," 8"," 9"," 4","49","14","30","27","12","30"," 0"
"Glycine.oxidase..1.4.3.19."," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 0"," 1"," 0","10"," 1","10"," 4"," 0"," 5"," 0"
"L.amino.acid.oxidase..1.4.3.2.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"D.amino.acid.oxidase..1.4.3.3.","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","1"
"Monoamine.oxidase..1.4.3.4.","0","0","0","2","1","0","0","1","0","1","7","1","1","6","1","5","0"
"Pyridoxal.5..phosphate.synthase..1.4.3.5."," 0"," 0"," 0"," 2"," 7"," 4"," 1"," 4"," 2"," 3","31"," 0","13","12"," 9"," 5"," 0"
"Ethanolamine.oxidase..1.4.3.8.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Glycine.dehydrogenase..aminomethyl.transferring...1.4.4.2.","  0","  0","  0","  0"," 13","  0","  8"," 24","  5","  1","113"," 14"," 72"," 95"," 36"," 94","  0"
"Glutamate.synthase..ferredoxin...1.4.7.1.","  0","  5","  0","  0"," 25","  2","  0"," 13"," 11","  0","144"," 10"," 58"," 53"," 22"," 79","  0"
"D.amino.acid.dehydrogenase..1.4.99.1."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 6"," 3","70"," 8","29","21"," 3","23"," 0"
"Glycine.dehydrogenase..cyanide.forming...1.4.99.5.","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Oxidoreductases....Acting.on.the.CH.NH.group.of.donors..1.5.....","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0"
"Oxidoreductases....Acting.on.the.CH.NH.group.of.donors....With.NAD....or.NADP....as.acceptor..1.5.1...","0","0","0","1","6","0","1","0","0","0","1","0","0","3","3","1","0"
"Saccharopine.dehydrogenase..NADP.....L.glutamate.forming...1.5.1.10.","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0"
"Transferred.entry..1.2.1.88..1.5.1.12."," 0"," 0"," 0"," 1"," 6"," 0"," 2"," 3"," 4"," 2","14"," 0","13","14"," 7"," 5"," 0"
"Methylenetetrahydrofolate.dehydrogenase..NAD......1.5.1.15.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Pyrroline.5.carboxylate.reductase..1.5.1.2."," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 1"," 8"," 5","32"," 3","11","13"," 1","11"," 0"
"Methylenetetrahydrofolate.reductase..NAD.P.H...1.5.1.20."," 0"," 0"," 0"," 4","23"," 7"," 6"," 9"," 8","14","54","14","27","38"," 9","29"," 2"
"Opine.dehydrogenase..1.5.1.28.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Transferred.entry..1.5.1.38..1.5.1.39.and.1.5.1.41..1.5.1.29."," 0"," 0"," 0"," 0"," 0"," 3"," 1"," 0"," 0"," 6"," 7"," 1","12"," 1"," 1"," 1"," 0"
"Dihydrofolate.reductase..1.5.1.3."," 0"," 0"," 0"," 0"," 4"," 3"," 0"," 0"," 2"," 2","14"," 0"," 6","14"," 9"," 4"," 0"
"Flavin.reductase..NADPH...1.5.1.30.","0","0","0","2","3","0","0","0","0","0","0","2","0","1","0","0","1"
"X6.7.dihydropteridine.reductase..1.5.1.34."," 0"," 5"," 0"," 1"," 0"," 0"," 0"," 4"," 2"," 2","18"," 0"," 8"," 5"," 3"," 9"," 0"
"FMN.reductase..NADPH...1.5.1.38.","0","0","0","0","0","0","0","0","2","0","0","0","2","0","1","0","0"
"FMN.reductase..NAD.P.H...1.5.1.39.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Riboflavin.reductase..NAD.P.H...1.5.1.41.","0","0","0","0","1","0","0","0","2","0","1","0","0","0","0","0","0"
"FMN.reductase..NADH...1.5.1.42.","0","0","0","0","4","3","0","1","2","0","3","1","2","1","2","0","0"
"Methylenetetrahydrofolate.dehydrogenase..NADP......1.5.1.5.","0","0","0","0","0","1","0","0","0","0","2","0","3","0","2","0","0"
"Formyltetrahydrofolate.dehydrogenase..1.5.1.6.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Saccharopine.dehydrogenase..NAD.....L.lysine.forming...1.5.1.7."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 1"," 0"," 0"," 3"," 0","10"," 4"," 3"," 1"," 0"
"Saccharopine.dehydrogenase..NADP.....L.lysine.forming...1.5.1.8.","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"Saccharopine.dehydrogenase..NAD.....L.glutamate.forming...1.5.1.9.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Oxidoreductases....Acting.on.the.CH.NH.group.of.donors....With.oxygen.as.acceptor..1.5.3...","0","0","1","1","1","3","1","0","5","0","8","0","4","0","3","2","0"
"Sarcosine.oxidase..1.5.3.1."," 0"," 0"," 0"," 0","16"," 0"," 3"," 4","10"," 2","25"," 2","26","28","21","26"," 4"
"Dimethylglycine.oxidase..1.5.3.10.","0","0","0","2","2","0","1","1","0","2","0","1","3","3","6","1","6"
"X.R..6.hydroxynicotine.oxidase..1.5.3.6.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0"
"L.pipecolate.oxidase..1.5.3.7.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"Oxidoreductases....Acting.on.the.CH.NH.group.of.donors....With.a.quinone.or.similar.compound.as.acceptor..1.5.5...","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Electron.transferring.flavoprotein.dehydrogenase..1.5.5.1."," 0"," 2"," 0"," 2","17"," 6"," 2","11","17","15","65","11","25","34","12","40"," 1"
"Proline.dehydrogenase..1.5.5.2.","0","0","0","1","1","0","0","2","0","0","6","0","1","3","3","2","1"
"Dimethylamine.dehydrogenase..1.5.8.1.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Trimethylamine.dehydrogenase..1.5.8.2.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sarcosine.dehydrogenase..1.5.8.3.","0","0","0","0","0","0","0","2","0","0","4","0","1","1","4","1","0"
"Dimethylglycine.dehydrogenase..1.5.8.4.","0","0","0","0","0","0","1","1","0","0","0","3","0","0","1","2","0"
"X5.10.methylenetetrahydromethanopterin.reductase..1.5.98.2.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Transferred.entry..1.5.8.3..1.5.99.1.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"Transferred.entry..1.5.98.2..1.5.99.11."," 0"," 0"," 0"," 0"," 2"," 0"," 1"," 1"," 0"," 0","14"," 1"," 5","17"," 8","15"," 2"
"Transferred.entry..1.5.8.4..1.5.99.2.","0","0","0","0","0","0","3","2","0","0","2","1","0","1","0","0","0"
"L.pipecolate.dehydrogenase..1.5.99.3.","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0"
"Nicotine.dehydrogenase..1.5.99.4.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Methylglutamate.dehydrogenase..1.5.99.5.","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","0"
"Spermidine.dehydrogenase..1.5.99.6.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Transferred.entry..1.5.5.2..1.5.99.8."," 0"," 3"," 0"," 0","26","11","17"," 8","11"," 0","80"," 6","43","32","25","40"," 0"
"Transferred.entry..1.5.98.1..1.5.99.9.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"Oxidoreductases....Acting.on.NADH.or.NADPH..1.6.....","1","0","0","3","4","0","1","2","2","2","3","0","1","4","1","1","0"
"NAD.P.....transhydrogenase..Si.specific...1.6.1.1."," 0"," 2"," 1"," 2","15","17","10"," 5","12"," 1","45"," 7","28"," 9"," 9"," 3"," 0"
"NAD.P.....transhydrogenase..Re.Si.specific...1.6.1.2."," 0"," 0"," 0"," 1","34"," 5","13","18"," 7","21","41","18","35","22","24","41"," 4"
"Cytochrome.b5.reductase..1.6.2.2.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1"
"NADPH..hemoprotein.reductase..1.6.2.4.","0","0","0","3","6","0","0","0","1","2","3","0","2","0","0","0","0"
"X1.6.4..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oxidoreductases....Acting.on.NADH.or.NADPH....With.a.quinone.or.similar.compound.as.acceptor..1.6.5..."," 0"," 0"," 0"," 1"," 6"," 2"," 0"," 0"," 1"," 2"," 4"," 2","17"," 7","16","11"," 0"
"NADPH.dehydrogenase..quinone...1.6.5.10.","0","0","0","2","2","1","0","0","2","0","3","0","0","0","1","0","0"
"NAD.P.H.dehydrogenase..quinone...1.6.5.2."," 0"," 0"," 0"," 0"," 4"," 0"," 2"," 1"," 1"," 0","15"," 6","14"," 9"," 7","10"," 0"
"NADH.ubiquinone.reductase..H....translocating...1.6.5.3."," 12","  5","  0","  0","138"," 81"," 28"," 38","107"," 27","334"," 24","161","125"," 65","189","  0"
"NADPH.quinone.reductase..1.6.5.5."," 0"," 0"," 0"," 0","13"," 8"," 1"," 7","15"," 3","24"," 7","25"," 9","21","16"," 0"
"Oxidoreductases....Acting.on.NADH.or.NADPH....With.a.nitrogenous.group.as.acceptor..1.6.6...","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"Trimethylamine.N.oxide.reductase..1.6.6.9.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"Oxidoreductases....Acting.on.NADH.or.NADPH....With.other.acceptors..1.6.99...","0","0","0","0","1","0","2","0","3","0","8","0","7","0","0","1","0"
"NADPH.dehydrogenase..1.6.99.1."," 2"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 4"," 0","47"," 5","12","12"," 1","27"," 2"
"NADH.dehydrogenase..1.6.99.3."," 0"," 1"," 0"," 0","10"," 5","16","10"," 3"," 3","66"," 8","29","49","15","45"," 2"
"NADH.dehydrogenase..quinone...1.6.99.5.","  0","  0","  0","  0","174"," 45"," 53"," 99","100"," 50","497"," 42","320","322","205","385"," 12"
"Oxidoreductases....Acting.on.other.nitrogenous.compounds.as.donors..1.7....."," 0"," 0"," 0"," 0"," 4"," 1"," 4"," 0"," 2"," 2","40"," 6","24","19"," 7","13"," 0"
"Oxidoreductases....Acting.on.other.nitrogenous.compounds.as.donors....With.NAD....or.NADP....as.acceptor..1.7.1...","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"Nitrate.reductase..NADH...1.7.1.1."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0","25"," 3"," 4","10","11","18"," 0"
"PreQ.1..synthase..1.7.1.13."," 0","42"," 0"," 0"," 8"," 6"," 3"," 2"," 3"," 3","46"," 4","13","11"," 6","17"," 0"
"Nitrate.reductase..NADPH...1.7.1.3.","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"Nitrite.reductase..NAD.P.H...1.7.1.4.","  0","  0","  0","  0"," 28","  4"," 18","  6"," 23","  7","107"," 27"," 66"," 69"," 49"," 96","  3"
"GMP.reductase..1.7.1.7."," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 0"," 0"," 4","24"," 4"," 5","14"," 0","22"," 0"
"Nitrite.reductase..NO.forming...1.7.2.1.","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0"
"Nitrite.reductase..cytochrome..ammonia.forming...1.7.2.2.","0","0","0","0","1","0","1","0","2","0","0","0","1","3","0","5","1"
"Trimethylamine.N.oxide.reductase..cytochrome.c...1.7.2.3.","0","0","0","0","4","3","0","0","0","0","1","2","7","0","2","2","0"
"Nitrous.oxide.reductase..1.7.2.4."," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 1"," 5"," 0"," 2"," 1","11"," 2"," 1","11"," 1"
"Nitric.oxide.reductase..cytochrome.c...1.7.2.5.","0","0","0","0","0","0","0","0","0","0","3","0","1","0","2","3","0"
"Factor.independent.urate.hydroxylase..1.7.3.3.","0","0","0","0","7","0","0","0","4","0","3","4","4","2","5","5","0"
"Ferredoxin..nitrite.reductase..1.7.7.1."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 1"," 1"," 0"," 5"," 0"," 9"," 8","11","22"," 3"
"Ferredoxin..nitrate.reductase..1.7.7.2.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nitrate.reductase..1.7.99.4.","  0","  0","  0","  0"," 30","  1"," 14","  3"," 38","  8","158"," 19","103"," 91"," 98","156","  0"
"Transferred.entry..1.7.2.4..1.7.99.6.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Transferred.entry..1.7.2.5..1.7.99.7.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0"
"Oxidoreductases....Acting.on.a.sulfur.group.of.donors..1.8....."," 0"," 0"," 0"," 0"," 5"," 1"," 1"," 6"," 1"," 1","39"," 6","11","10"," 5","12"," 0"
"Oxidoreductases....Acting.on.a.sulfur.group.of.donors....With.NAD....or.NADP....as.acceptor..1.8.1..."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 6"," 0"," 0"," 0"," 0"
"CoA.disulfide.reductase..1.8.1.14.","0","0","0","0","0","0","2","1","0","0","4","1","2","2","1","1","3"
"Mycothione.reductase..1.8.1.15.","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Sulfite.reductase..NADPH...1.8.1.2."," 0"," 2"," 0"," 0"," 7","21"," 9","12","10","10","44"," 9","35"," 9"," 4","12"," 0"
"Dihydrolipoyl.dehydrogenase..1.8.1.4.","  0","  0","  0","  0"," 43","  0"," 27"," 21"," 29","  4","158"," 18","106"," 83"," 45","135","  0"
"Glutathione.disulfide.reductase..1.8.1.7."," 0"," 0"," 0"," 0"," 6"," 2","10"," 7","11"," 9","20","12","19","11","19","14"," 0"
"Protein.disulfide.reductase..1.8.1.8."," 0"," 0"," 0"," 0"," 6"," 2"," 5"," 2"," 4"," 4","33"," 4","15","16"," 6"," 9"," 0"
"Thioredoxin.disulfide.reductase..1.8.1.9."," 0"," 0"," 0"," 0","27"," 0","13","16","16"," 5","58"," 8","44","33","26","60"," 5"
"Oxidoreductases....Acting.on.a.sulfur.group.of.donors....With.a.cytochrome.as.acceptor..1.8.2...","0","0","0","0","0","0","0","0","1","0","0","0","0","5","0","0","0"
"Sulfite.dehydrogenase..1.8.2.1.","0","0","0","0","1","0","0","1","0","0","0","1","1","0","1","3","0"
"Sulfide.cytochrome.c.reductase..flavocytochrome.c...1.8.2.3.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"Sulfite.oxidase..1.8.3.1.","0","0","0","0","0","0","0","1","1","0","1","0","3","3","0","0","0"
"Thiol.oxidase..1.8.3.2.","0","0","0","2","1","0","0","2","0","0","2","1","0","0","0","2","0"
"Oxidoreductases....Acting.on.a.sulfur.group.of.donors....With.a.disulfide.as.acceptor..1.8.4..."," 0"," 0"," 0"," 0"," 0"," 2"," 0"," 2"," 0"," 0","20"," 0"," 0","10"," 1"," 7"," 0"
"Adenylyl.sulfate.reductase..thioredoxin...1.8.4.10.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"Peptide.methionine..S..S.oxide.reductase..1.8.4.11."," 0"," 0"," 0"," 0","10"," 0"," 8","20","11"," 8","45"," 2","18","23","18","27"," 2"
"Peptide.methionine..R..S.oxide.reductase..1.8.4.12."," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 2"," 0","12"," 0"," 5"," 2"," 4"," 6"," 0"
"L.methionine..R..S.oxide.reductase..1.8.4.14.","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"Phosphoadenylyl.sulfate.reductase..thioredoxin...1.8.4.8."," 2"," 0"," 0"," 2","15"," 0"," 6"," 3"," 3"," 8","25"," 0","11"," 9"," 3","16"," 1"
"Oxidoreductases....Acting.on.a.sulfur.group.of.donors....With.a.quinone.or.similar.compound.as.acceptor..1.8.5...","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dimethylsulfoxide.reductase..1.8.5.3.","0","0","0","0","1","0","0","0","0","2","0","0","0","1","5","0","0"
"Sulfite.reductase..ferredoxin...1.8.7.1."," 0"," 0"," 0"," 0"," 5"," 0"," 3"," 1"," 2"," 1","15"," 0"," 1"," 8"," 9","10"," 5"
"Oxidoreductases....Acting.on.a.sulfur.group.of.donors....With.other..known..acceptors..1.8.98...","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"CoB..CoM.heterodisulfide.reductase..1.8.98.1.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0"
"Oxidoreductases....Acting.on.a.sulfur.group.of.donors....With.other.acceptors..1.8.99..."," 0"," 0"," 0"," 0"," 4"," 0"," 3"," 0"," 0"," 5"," 3"," 4"," 7"," 6","32"," 9"," 0"
"Sulfite.reductase..1.8.99.1.","0","0","0","0","1","1","0","0","2","1","1","0","0","0","0","1","0"
"Adenylyl.sulfate.reductase..1.8.99.2.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oxidoreductases....Acting.on.a.heme.group.of.donors....With.oxygen.as.acceptor..1.9.3...","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2","1"
"Cytochrome.c.oxidase..1.9.3.1.","  0","  0","  0","  0","111","  6"," 27"," 39"," 62"," 35","340"," 28","235","184","134","313","  0"
"Oxidoreductases....Other.oxidoreductases..1.97.....","0","0","0","0","0","1","0","0","0","0","2","0","1","0","0","0","0"
"Oxidoreductases....Other.oxidoreductases....Sole.sub.subclass.for.oxidoreductases.that.do.not.belong.in.the.other.subclasses..1.97.1...","0","0","0","0","5","0","1","0","2","0","1","0","3","2","4","0","0"
"Photosystem.I..1.97.1.12."," 0"," 0"," 1"," 2","14"," 3"," 0"," 1"," 4"," 0"," 0"," 0"," 4"," 0"," 0"," 4"," 0"
"X.Formate.C.acetyltransferase..activating.enzyme..1.97.1.4."," 0"," 0"," 0"," 1"," 0"," 4"," 1"," 2"," 3"," 2","11"," 3"," 2"," 2","11"," 8"," 0"
"Selenate.reductase..1.97.1.9.","0","0","0","0","0","0","0","0","0","2","0","0","0","1","5","0","0"
"Transferases..2.......","  0","  1","  0","  0"," 21"," 20"," 19"," 17"," 21","  4","108"," 22"," 73"," 60"," 40"," 69","  0"
"Transferases....Transferring.one.carbon.groups..2.1.....","0","0","0","0","0","5","0","0","1","0","9","4","3","6","8","0","0"
