"","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"acyl.CoA.metabolic.process..GO.0006637."," 0"," 0"," 0"," 0","13"," 3"," 7"," 5"," 8"," 2","19"," 9","20","11"," 9"," 9"," 1"
"phospholipid.metabolic.process..GO.0006644.","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"phosphatidylethanolamine.biosynthetic.process..GO.0006646."," 0"," 0"," 0"," 0"," 6"," 0"," 3"," 6"," 7"," 3","30"," 1","19","21","10","19"," 0"
"glycerophospholipid.metabolic.process..GO.0006650."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 7"," 3"," 0","43"," 3","19","23"," 7","33"," 0"
"phosphatidylglycerol.biosynthetic.process..GO.0006655."," 0"," 0"," 0"," 0"," 4"," 6"," 3"," 2"," 2"," 0","14"," 2","14"," 0"," 1"," 0"," 0"
"phosphatidylcholine.biosynthetic.process..GO.0006656.","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"phosphatidylinositol.biosynthetic.process..GO.0006661.","0","1","0","1","1","1","0","0","3","0","1","0","4","2","3","0","0"
"glycerol.ether.metabolic.process..GO.0006662."," 0"," 0"," 0"," 4","21"," 1","12","14"," 8"," 5","82"," 9","29","53","24","46"," 0"
"sphingolipid.metabolic.process..GO.0006665."," 0"," 0"," 0"," 0"," 0"," 0"," 9","23"," 4"," 2","51"," 6","24","66","16","39"," 2"
"ceramide.metabolic.process..GO.0006672.","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"glucosylceramide.catabolic.process..GO.0006680.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0"
"galactosylceramide.catabolic.process..GO.0006683.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"sphingomyelin.catabolic.process..GO.0006685.","0","0","0","0","2","0","1","0","2","0","0","0","0","0","0","0","0"
"glycosphingolipid.biosynthetic.process..GO.0006688.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"steroid.biosynthetic.process..GO.0006694."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 1"," 0","10"," 0"," 1"," 3"," 4"," 3"," 1"
"cholesterol.biosynthetic.process..GO.0006695.","0","0","0","0","1","0","0","2","2","0","2","0","0","0","0","0","0"
"ergosterol.biosynthetic.process..GO.0006696.","0","0","0","1","6","0","1","0","2","0","5","0","4","2","3","2","0"
"cellular.aromatic.compound.metabolic.process..GO.0006725."," 0"," 0"," 0"," 0","21"," 5","13","10"," 6"," 8","81","13","87","64","52","83"," 0"
"tetrahydrobiopterin.biosynthetic.process..GO.0006729.","0","0","0","0","0","0","0","1","0","0","2","0","1","4","1","9","1"
"one.carbon.metabolic.process..GO.0006730.","  0","  0","  0","  0"," 64","  5"," 28"," 37"," 40"," 21","182"," 11"," 97","156"," 98","164"," 15"
"NADP.metabolic.process..GO.0006739.","0","1","0","0","6","0","0","1","3","0","3","1","7","3","0","0","0"
"NADPH.regeneration..GO.0006740.","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0"
"NADP.biosynthetic.process..GO.0006741."," 0"," 1"," 0"," 1","14"," 5","10","12"," 8"," 7","73"," 3","30","34","16","34"," 2"
"NADP.catabolic.process..GO.0006742.","0","0","0","0","0","0","0","0","0","0","6","0","2","0","1","1","0"
"ubiquinone.biosynthetic.process..GO.0006744.","  0"," 10","  0","  2"," 74"," 24"," 41"," 21"," 68"," 17","197"," 36","169"," 74"," 77"," 94","  0"
"FAD.biosynthetic.process..GO.0006747.","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"glutathione.metabolic.process..GO.0006749.","  0","  0","  0","  0"," 34","  7"," 13"," 31"," 15"," 13","138"," 32"," 83"," 79"," 60","135","  0"
"glutathione.biosynthetic.process..GO.0006750."," 0"," 3"," 0"," 0","21","18"," 8"," 8","19"," 9","74","22","49","26","31","32"," 3"
"glutathione.catabolic.process..GO.0006751.","0","0","0","2","2","0","0","0","0","2","0","0","3","2","0","1","0"
"ATP.biosynthetic.process..GO.0006754."," 0"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 2"," 3","17"," 0"," 8"," 1"," 0","12"," 0"
"folic.acid.containing.compound.metabolic.process..GO.0006760."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 0","10"," 1","12"," 9"," 9","10"," 1"
"nicotinamide.metabolic.process..GO.0006769.","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"thiamine.metabolic.process..GO.0006772."," 0"," 0"," 0"," 1"," 7"," 1"," 4"," 3"," 4","10"," 9"," 0"," 2"," 3"," 2"," 2"," 0"
"Mo.molybdopterin.cofactor.biosynthetic.process..GO.0006777.","  3","  6","  0","  0"," 71"," 18"," 42"," 31"," 18"," 20","146"," 15"," 90"," 81"," 69","127","  0"
"porphyrin.containing.compound.biosynthetic.process..GO.0006779.","  0","  5","  0","  6"," 45"," 10"," 19"," 27"," 37","  9","117"," 18"," 73"," 77"," 70"," 83","  5"
"succinyl.CoA.pathway..GO.0006781.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"protoporphyrinogen.IX.biosynthetic.process..GO.0006782.","  0","  0","  0","  0"," 87"," 22"," 52"," 36"," 55"," 28","263"," 20","176","142"," 57","184","  4"
"heme.biosynthetic.process..GO.0006783."," 0","32"," 0"," 0"," 5"," 6"," 0"," 6","19"," 8","63"," 8","33","28","23","29"," 3"
"heme.a.biosynthetic.process..GO.0006784."," 0"," 1"," 0"," 0"," 1"," 0"," 1"," 1"," 0"," 0"," 8"," 0"," 4"," 9"," 1","14"," 0"
"heme.oxidation..GO.0006788.","0","0","0","0","0","0","0","0","0","1","6","2","1","6","0","7","0"
"sulfur.compound.metabolic.process..GO.0006790."," 0"," 0"," 0"," 0","35","11","22"," 8","11","13","44","17","39","17","18","17"," 0"
"phosphate.containing.compound.metabolic.process..GO.0006796."," 0"," 0"," 0"," 0"," 5"," 0"," 2"," 3","12"," 8","47"," 0","21","19","15","20"," 2"
"polyphosphate.metabolic.process..GO.0006797."," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 1"," 2"," 0","26"," 0","27","20"," 7","24"," 0"
"polyphosphate.catabolic.process..GO.0006798."," 0"," 1"," 0"," 7"," 8"," 5"," 9"," 9"," 8","11","21"," 5","15"," 9"," 7"," 4"," 0"
"polyphosphate.biosynthetic.process..GO.0006799."," 0"," 0"," 0"," 2","21","15","23","51","25","16","98","31","64","83","42","81"," 1"
"superoxide.metabolic.process..GO.0006801.","0","0","0","0","0","1","0","1","2","1","9","3","4","7","6","1","0"
"xenobiotic.metabolic.process..GO.0006805.","0","1","0","0","3","1","1","0","3","0","4","3","1","1","0","2","0"
"nitrogen.compound.metabolic.process..GO.0006807.","  0","  2","  0","  0","135"," 26"," 39"," 73","105"," 50","383"," 74","284","248","130","283","  5"
"regulation.of.nitrogen.utilization..GO.0006808.","  0","  0","  0","  0"," 36","  8"," 14","  9"," 13","  9","127"," 35"," 85"," 49"," 35"," 96","  0"
"nitric.oxide.biosynthetic.process..GO.0006809.","0","0","0","0","2","0","0","0","0","0","0","0","3","0","1","1","0"
"transport..GO.0006810.","  0","  0","  0","  0","324"," 96","147","170","153","147","981","156","700","536","433","727"," 23"
"ion.transport..GO.0006811."," 1"," 9"," 0"," 2","13","48","19","11","16","11","55","27","81","10","57","14"," 1"
"cation.transport..GO.0006812.","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"potassium.ion.transport..GO.0006813.","  0","  0","  0","  0"," 52"," 26"," 17"," 27"," 38","  8","125"," 27","109"," 59"," 77"," 54","  0"
"sodium.ion.transport..GO.0006814.","  0","  0","  0","  0"," 20"," 26"," 13","  0","  1"," 12","105"," 29","116"," 36"," 93"," 53","  0"
"calcium.ion.transport..GO.0006816.","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"phosphate.ion.transport..GO.0006817.","  0","  5","  0","  2"," 67"," 10"," 33"," 31"," 38"," 27","178"," 39","110"," 87"," 69","120","  3"
"cobalt.ion.transport..GO.0006824.","0","0","0","0","0","0","0","0","0","1","0","0","3","2","1","0","0"
"copper.ion.transport..GO.0006825."," 0"," 0"," 0"," 1"," 8"," 0"," 0"," 7"," 2"," 3","10"," 0"," 1"," 3"," 5"," 2"," 0"
"iron.ion.transport..GO.0006826."," 0"," 0"," 0"," 0","12"," 0"," 3"," 6"," 0"," 4","67"," 8","34","24","26","14"," 0"
"zinc.ion.transport..GO.0006829.","0","0","2","0","0","8","1","3","1","1","5","2","2","1","5","0","0"
"mitochondrial.transport..GO.0006839.","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"mitochondrial.pyruvate.transport..GO.0006850.","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","4","0"
"drug.transmembrane.transport..GO.0006855.","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"oligopeptide.transport..GO.0006857."," 0"," 5"," 0"," 0","10"," 0"," 8","11","11"," 0","60"," 1","25","31","17","26"," 3"
"extracellular.transport..GO.0006858.","0","0","0","0","4","0","0","0","5","1","5","0","4","3","2","2","0"
"extracellular.carbohydrate.transport..GO.0006859.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"amino.acid.transport..GO.0006865.","  0","  0","  0","  0"," 72","  0"," 10","  3"," 19"," 23","439"," 44","177","162"," 72","303","  0"
"lipid.transport..GO.0006869.","0","0","0","0","1","0","0","0","0","0","3","0","6","0","1","0","0"
"cellular.ion.homeostasis..GO.0006873.","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cellular.calcium.ion.homeostasis..GO.0006874.","0","0","0","0","0","0","0","0","0","4","0","2","0","1","0","4","0"
"cellular.copper.ion.homeostasis..GO.0006878."," 0"," 0"," 0"," 0"," 4"," 0"," 9"," 6"," 7"," 0","17"," 1"," 0"," 0"," 2"," 1"," 0"
"cellular.iron.ion.homeostasis..GO.0006879."," 0"," 0"," 0"," 0","18"," 0"," 7"," 3"," 3"," 3","94","11","48","48","35","57"," 0"
"cell.volume.homeostasis..GO.0006884."," 0"," 0"," 0"," 0"," 5"," 4"," 2"," 0"," 1"," 3","17"," 1","11"," 0"," 9"," 0"," 0"
"regulation.of.pH..GO.0006885."," 0"," 0"," 1"," 1"," 5"," 3"," 7"," 4"," 9"," 0","11"," 5","18","21","12","20"," 0"
"intracellular.protein.transport..GO.0006886.","  0","  0","  0","  0","113"," 21"," 22"," 32"," 80"," 48","198"," 14","131"," 53"," 30"," 54","  0"
"exocytosis..GO.0006887."," 1"," 1"," 1"," 0"," 7"," 4"," 9"," 4","14"," 6"," 6"," 2"," 8"," 2"," 3"," 2"," 0"
"ER.to.Golgi.vesicle.mediated.transport..GO.0006888."," 0"," 0"," 1"," 0","12"," 2"," 0"," 1"," 6"," 2"," 9"," 0"," 7"," 0"," 0"," 1"," 0"
"retrograde.vesicle.mediated.transport..Golgi.to.ER..GO.0006890.","0","0","0","0","7","0","1","0","0","0","4","0","5","3","3","0","0"
"intra.Golgi.vesicle.mediated.transport..GO.0006891.","0","0","0","0","1","3","0","0","8","1","3","0","1","0","0","2","0"
"post.Golgi.vesicle.mediated.transport..GO.0006892.","0","0","0","2","4","0","0","1","1","0","4","2","3","0","0","0","0"
"Golgi.to.vacuole.transport..GO.0006896.","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"endocytosis..GO.0006897."," 0"," 0"," 0"," 0","15"," 2"," 6"," 2"," 1"," 0","26"," 1","14"," 6"," 1"," 2"," 0"
"receptor.mediated.endocytosis..GO.0006898.","0","0","0","0","0","2","0","0","4","0","3","0","4","1","1","4","0"
"vesicle.docking.involved.in.exocytosis..GO.0006904."," 0"," 0"," 0"," 6","10"," 0"," 0"," 3","10"," 0"," 5"," 0","11"," 2"," 5"," 0"," 0"
"vesicle.fusion..GO.0006906.","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"phagocytosis..GO.0006909.","0","0","0","0","1","1","3","1","2","0","6","2","1","0","0","1","0"
"nucleocytoplasmic.transport..GO.0006913."," 0"," 0"," 0"," 0"," 3"," 2"," 2"," 1"," 4"," 1","12"," 0"," 6"," 2"," 4"," 0"," 0"
"autophagy..GO.0006914.","0","0","2","2","7","1","0","1","1","1","4","0","5","4","1","0","1"
"apoptotic.process..GO.0006915.","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"cellular.component.movement..GO.0006928."," 0"," 0"," 0"," 0"," 0","12"," 0"," 1"," 0"," 0","31"," 4","18","13"," 4","20"," 0"
"chemotaxis..GO.0006935.","   9","  45","   0","   0"," 195"," 127","  92","  97"," 148","  10","1057"," 236"," 768"," 407"," 247"," 805","   0"
"induction.by.virus.of.host.cell.cell.fusion..GO.0006948.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"response.to.stress..GO.0006950.","  0"," 32","  0","  2","197"," 75"," 95"," 89","114"," 91","633","100","494","368","304","426","  0"
"defense.response..GO.0006952."," 0"," 0"," 0"," 0","15"," 0"," 0"," 0"," 3"," 1"," 9"," 0"," 5","10"," 4","13"," 0"
"inflammatory.response..GO.0006954.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"immune.response..GO.0006955.","0","0","0","0","1","0","0","0","0","0","0","0","1","2","0","2","1"
"cellular.response.to.DNA.damage.stimulus..GO.0006974.","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0"
"response.to.oxidative.stress..GO.0006979.","  0","  0","  0","  0","100"," 27"," 42"," 41"," 68"," 50","276"," 31","129"," 94"," 85","131","  5"
"response.to.unfolded.protein..GO.0006986.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"nuclear.envelope.organization..GO.0006998.","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0"
"mitochondrion.organization..GO.0007005.","0","0","0","0","1","0","0","2","0","1","1","2","2","0","0","1","0"
"plasma.membrane.organization..GO.0007009.","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"cytoskeleton.organization..GO.0007010.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"actin.filament.organization..GO.0007015.","0","0","0","0","4","0","1","0","0","0","3","0","1","0","0","0","0"
"cytoskeletal.anchoring.at.plasma.membrane..GO.0007016.","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"microtubule.based.process..GO.0007017.","0","0","0","0","6","0","0","6","3","4","1","0","1","1","3","0","0"
"microtubule.based.movement..GO.0007018."," 0"," 1"," 0"," 1","63"," 8","13"," 8","43","30","43"," 6","42","17","10"," 8"," 1"
"microtubule.nucleation..GO.0007020.","0","0","1","0","1","0","1","1","1","6","6","2","1","1","0","1","2"
"endoplasmic.reticulum.organization..GO.0007029.","0","0","0","0","3","2","0","1","0","1","4","0","1","0","0","0","1"
"Golgi.organization..GO.0007030.","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"peroxisome.organization..GO.0007031.","0","0","0","0","0","1","0","0","0","2","2","0","1","0","0","0","0"
"vacuole.organization..GO.0007033.","0","0","0","0","2","0","0","0","0","0","3","0","3","2","0","0","0"
"vacuolar.transport..GO.0007034.","0","1","0","0","5","2","2","1","0","2","1","0","0","0","0","3","0"
"vacuolar.acidification..GO.0007035.","0","0","4","0","0","0","0","2","0","0","0","0","4","0","0","0","0"
"protein.catabolic.process.in.the.vacuole..GO.0007039.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"cell.cycle..GO.0007049.","   0","  44","   0","  25"," 302"," 138"," 179"," 211"," 192"," 151","1170"," 193"," 629"," 548"," 343"," 696","  61"
"cell.cycle.arrest..GO.0007050.","0","0","0","0","1","0","0","0","0","1","1","0","2","0","0","2","0"
"chromosome.segregation..GO.0007059.","  0","  0","  0"," 13"," 98"," 63"," 81"," 80"," 88"," 32","410"," 78","279","173","147","300"," 20"
"sister.chromatid.cohesion..GO.0007062."," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 9"," 9"," 4","67"," 1","41","22","16","51"," 0"
"mitotic.sister.chromatid.cohesion..GO.0007064.","0","0","2","0","3","0","5","0","0","4","2","0","0","1","1","0","1"
"mitotic.nuclear.division..GO.0007067."," 1"," 1"," 0"," 2"," 5"," 4"," 4"," 4"," 4"," 4"," 9"," 0","13"," 4"," 5"," 3"," 0"
"mitotic.chromosome.condensation..GO.0007076.","0","0","0","0","0","0","0","0","1","0","5","0","3","0","1","1","0"
"mitotic.cell.cycle.checkpoint..GO.0007093.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"mitotic.spindle.assembly.checkpoint..GO.0007094.","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0"
"nuclear.migration..GO.0007097.","0","0","0","0","0","0","1","0","2","0","3","0","0","2","2","0","0"
"membrane.addition.at.site.of.cytokinesis..GO.0007107.","0","0","0","2","2","0","0","4","3","0","3","0","5","1","3","2","0"
"cell.budding..GO.0007114.","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"budding.cell.apical.bud.growth..GO.0007118.","0","0","0","2","2","0","0","4","3","0","3","0","5","1","3","2","0"
"pseudohyphal.growth..GO.0007124.","0","0","1","0","2","0","2","3","0","0","0","0","0","1","0","0","0"
"meiotic.nuclear.division..GO.0007126.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"reciprocal.meiotic.recombination..GO.0007131.","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","1","0"
"cell.communication..GO.0007154."," 1"," 4"," 0"," 1"," 7"," 0"," 0"," 9"," 0"," 0","25"," 1","39","24"," 3","19"," 0"
"cell.adhesion..GO.0007155.","  0","  0","  0","  0"," 42"," 55"," 33"," 43"," 21"," 17","202"," 26","139","121","172","184","  0"
"homophilic.cell.adhesion..GO.0007156."," 0"," 0"," 0"," 0"," 8"," 0"," 0"," 7"," 4"," 1"," 0"," 0","15","15"," 4","14"," 0"
"heterophilic.cell.cell.adhesion..GO.0007157.","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"establishment.or.maintenance.of.cell.polarity..GO.0007163.","0","0","0","0","2","0","0","1","1","0","8","0","3","2","0","1","0"
"signal.transduction..GO.0007165."," 1"," 0"," 0"," 0","35","20"," 5"," 6","23","21","41"," 8","47","20","15","31"," 4"
"cell.surface.receptor.signaling.pathway..GO.0007166.","0","0","0","0","0","0","0","0","1","0","4","1","0","2","0","1","1"
"transmembrane.receptor.protein.tyrosine.kinase.signaling.pathway..GO.0007169.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"signal.complex.assembly..GO.0007172.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"transforming.growth.factor.beta.receptor.signaling.pathway..GO.0007179.","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"G.protein.coupled.receptor.signaling.pathway..GO.0007186.","0","0","0","0","1","0","1","0","0","5","1","0","4","0","1","0","0"
"adenylate.cyclase.activating.G.protein.coupled.receptor.signaling.pathway..GO.0007189.","0","0","0","0","1","1","0","2","0","0","3","0","0","0","1","0","0"
"protein.kinase.C.activating.G.protein.coupled.receptor.signaling.pathway..GO.0007205."," 0"," 1"," 0"," 0","23"," 0","13"," 7"," 4"," 7","26"," 6","39","20","13","36"," 4"
"neuropeptide.signaling.pathway..GO.0007218.","0","0","0","0","1","0","0","0","0","5","0","0","1","0","0","0","0"
"smoothened.signaling.pathway..GO.0007224.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"integrin.mediated.signaling.pathway..GO.0007229.","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0"
"small.GTPase.mediated.signal.transduction..GO.0007264."," 0"," 0"," 0"," 1","42"," 0"," 7"," 5","20","15","50"," 1","48","19","14","31"," 0"
"synaptic.transmission..GO.0007268.","0","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0"
"neurotransmitter.secretion..GO.0007269.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"multicellular.organismal.development..GO.0007275.","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0"
"sperm.individualization..GO.0007291.","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"regulation.of.mitotic.cell.cycle..GO.0007346.","0","0","0","0","2","1","0","1","2","0","0","1","0","0","0","0","0"
"determination.of.left.right.symmetry..GO.0007368.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"axonogenesis..GO.0007409.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"synapse.assembly..GO.0007416.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"open.tracheal.system.development..GO.0007424.","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"imaginal.disc.derived.wing.vein.specification..GO.0007474.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"apposition.of.dorsal.and.ventral.imaginal.disc.derived.wing.surfaces..GO.0007475.","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"heart.development..GO.0007507.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"sensory.perception..GO.0007600.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","0","0"
"phototransduction..GO.0007602.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"sensory.perception.of.sound..GO.0007605.","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"sensory.perception.of.chemical.stimulus..GO.0007606."," 0"," 1"," 0"," 0"," 6"," 4"," 3"," 3"," 9"," 0","25"," 8","16","10"," 4","27"," 0"
"circadian.rhythm..GO.0007623.","0","1","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0"
"locomotory.behavior..GO.0007626.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"visual.behavior..GO.0007632.","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"mechanosensory.behavior..GO.0007638.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"tRNA.processing..GO.0008033.","  0","  5","  0","  7"," 73"," 35"," 53"," 42"," 54"," 64","312"," 57","203","139"," 94","208","  7"
"mitochondrial.fusion..GO.0008053.","0","0","0","0","0","0","0","2","1","1","2","0","1","2","1","0","0"
"metabolic.process..GO.0008152.","  0","  0","  0","  0","102"," 18"," 37"," 48"," 34"," 33","197"," 28","123","115"," 92","129"," 12"
"negative.regulation.of.DNA.replication..GO.0008156.","0","0","0","0","0","1","1","1","5","0","0","1","1","0","1","0","0"
"steroid.metabolic.process..GO.0008202.","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0"
"regulation.of.blood.pressure..GO.0008217.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"bioluminescence..GO.0008218."," 6"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 1"," 2","35"," 1","10","17"," 3","26"," 0"
"sulfate.transport..GO.0008272.","0","0","0","2","2","1","1","0","3","0","5","2","7","0","4","0","0"
"cell.proliferation..GO.0008283.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"spermidine.biosynthetic.process..GO.0008295."," 0"," 0"," 0"," 2","23","11"," 9"," 4","11"," 9","41","17","47","10","17","25"," 0"
"isoprenoid.biosynthetic.process..GO.0008299.","  0","  6","  0","  0"," 33"," 13"," 33"," 25"," 36"," 12","107"," 21"," 91"," 86"," 61"," 89"," 10"
"germ.cell.migration..GO.0008354.","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"regulation.of.cell.shape..GO.0008360.","   0","  53","   0","  20"," 303"," 130"," 194"," 202"," 169"," 170","1074"," 178"," 606"," 506"," 324"," 600","  51"
"regulation.of.cell.size..GO.0008361.","0","0","1","0","1","0","0","0","0","0","1","2","0","0","0","0","0"
"chitin.based.embryonic.cuticle.biosynthetic.process..GO.0008362.","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"RNA.splicing..GO.0008380.","0","0","0","0","2","1","1","0","3","0","4","1","4","1","3","1","0"
"respiratory.chain.complex.IV.assembly..GO.0008535."," 0"," 0"," 0"," 0","23"," 4"," 8","13","19"," 1","96"," 4","40","63","19","55"," 1"
"imaginal.disc.derived.wing.margin.morphogenesis..GO.0008587.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"attachment.of.spindle.microtubules.to.kinetochore..GO.0008608.","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"lipid.biosynthetic.process..GO.0008610."," 0"," 0"," 0"," 0","22"," 0"," 8"," 9","11"," 0","75","12","33","41","35","47"," 0"
"peptidyl.lysine.modification.to.peptidyl.hypusine..GO.0008612."," 0"," 1"," 0"," 1"," 6"," 3"," 2"," 8"," 5"," 6","20"," 3","16","12","10","28"," 1"
"pyridoxine.biosynthetic.process..GO.0008615.","  3","  7","  0","  2"," 64"," 20"," 30"," 23"," 31"," 26","162"," 33","115"," 65"," 53"," 70","  0"
"queuosine.biosynthetic.process..GO.0008616.","  0"," 35","  0","  0"," 64"," 20","  9"," 17"," 31"," 34","248"," 27","160","105"," 55","125","  0"
"carbohydrate.transport..GO.0008643.","  0","  0","  0","  0","141"," 75","141","165"," 67"," 52","711","119","501","603","368","677"," 94"
"cellular.amino.acid.biosynthetic.process..GO.0008652."," 0"," 0"," 0"," 2","20","12"," 9"," 7"," 5"," 9","46","11","27","32","20","13"," 0"
"phospholipid.biosynthetic.process..GO.0008654.","  0","  0","  0","  0"," 37"," 24"," 31"," 31"," 38"," 17","223"," 32","138","112"," 90","157","  0"
"pyrimidine.containing.compound.salvage..GO.0008655.","0","0","0","0","1","0","0","0","2","1","0","1","0","0","0","0","0"
"pentose.phosphate.shunt..non.oxidative.branch..GO.0009052."," 1"," 3"," 0"," 0","11"," 3"," 5"," 1"," 5"," 5","10"," 3","20"," 0"," 7"," 7"," 2"
"catabolic.process..GO.0009056.","0","0","0","0","0","0","1","0","0","0","5","0","3","4","1","0","0"
"biosynthetic.process..GO.0009058.","   0","   5","   0","   0"," 438"," 138"," 183"," 257"," 264"," 124","1339"," 236","1014"," 717"," 587"," 943","  22"
"macromolecule.biosynthetic.process..GO.0009059."," 0"," 0"," 0"," 0","14"," 0"," 5"," 1"," 5"," 3","76"," 4","45","41","12","67"," 0"
"aerobic.respiration..GO.0009060.","  0","  0","  0","  0","130"," 16"," 46"," 54","106"," 44","406"," 42","280","190","152","336","  7"
"anaerobic.respiration..GO.0009061."," 0"," 0"," 0"," 0"," 1","10"," 0"," 0"," 0"," 1"," 2"," 4"," 4"," 0"," 6"," 1"," 0"
"fatty.acid.catabolic.process..GO.0009062.","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"cellular.amino.acid.catabolic.process..GO.0009063.","  0","  0","  0","  0"," 28"," 11"," 26","  6","  9","  7"," 98"," 19"," 94"," 67"," 48","102","  9"
"aspartate.family.amino.acid.biosynthetic.process..GO.0009067."," 0"," 0"," 0"," 1"," 6"," 9"," 1","11"," 2"," 5","39","11","23","20"," 8","10"," 0"
"aromatic.amino.acid.family.metabolic.process..GO.0009072.","  0","  0","  0","  1"," 20","  0","  7"," 22"," 18"," 10","114","  8"," 73"," 66"," 22"," 71","  1"
