"","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"Penicillin.binding.protein.transpeptidase.domain..PF00905.","  0","  0","  0","  0","133"," 35"," 81","118"," 57"," 51","451"," 97","319","225","142","321","  2"
"dTDP.4.dehydrorhamnose.3.5.epimerase..PF00908."," 1"," 7"," 0"," 0"," 2"," 0"," 0"," 7"," 8"," 1","21"," 0","18","26"," 9","42"," 1"
"Ammonium.Transporter.Family..PF00909."," 0"," 0"," 0"," 0","27"," 2","21","13","20"," 2","62"," 3","26","21","12","30"," 7"
"Transglycosylase..PF00912.","  0","  0","  0","  0"," 94"," 11"," 45"," 62"," 38"," 36","253"," 62","185","130"," 85","214","  0"
"PF00916","  0","  0","  0","  0"," 47","  9"," 25"," 25"," 25"," 24","152"," 13"," 86"," 31"," 23"," 63","  0"
"MATH.domain..PF00917.","0","0","0","2","0","0","0","0","1","0","3","0","2","0","0","0","0"
"Uncharacterized.protein.family.UPF0004..PF00919.","  0","  3","  0","  0"," 25","  2"," 20"," 23"," 22"," 22","166"," 16"," 81","112"," 57","124","  4"
"Dehydratase.family..PF00920.","  0","  0","  0","  0"," 59","  1"," 13"," 39"," 41"," 30","249"," 23","178","109"," 90","176","  4"
"Transaldolase..PF00923."," 0"," 0"," 0"," 0","12","20","10","15","20","11","59"," 8","62","41","29","59"," 1"
"Mechanosensitive.ion.channel..PF00924.","  0","  0","  0","  1"," 55"," 36"," 36"," 29"," 46"," 27","149"," 48","133"," 51"," 74","135","  0"
"GTP.cyclohydrolase.II..PF00925."," 0"," 0"," 0"," 0","25"," 0"," 9","10","17"," 6","69"," 2","43","33","27","65"," 2"
"X3.4.dihydroxy.2.butanone.4.phosphate.synthase..PF00926."," 0"," 0"," 0"," 0","19"," 0","12"," 7"," 6"," 5","60"," 5","40","29","30","49"," 1"
"Transglutaminase.family..C.terminal.ig.like.domain..PF00927.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Adaptor.complexes.medium.subunit.family..PF00928.","0","0","0","0","7","2","2","0","6","8","3","2","3","1","3","0","0"
"Exonuclease..PF00929.","  0","  5","  0","  0"," 51"," 19"," 31"," 20"," 39"," 28","206"," 16"," 99","116"," 42","101","  6"
"Dipeptidyl.peptidase.IV..DPP.IV..N.terminal.region..PF00930."," 0"," 2"," 0"," 0"," 9"," 0"," 4","13","20"," 1","79"," 6","65","70","30","70"," 5"
"NB.ARC.domain..PF00931."," 0"," 0"," 0"," 0","20"," 7"," 0"," 2"," 2"," 2","24"," 0","16"," 8"," 3","11"," 2"
"Lamin.Tail.Domain..PF00932."," 0"," 0"," 0"," 0","16"," 0"," 4"," 4"," 8"," 1","46"," 0","20","10","10","12"," 3"
"Glycosyl.hydrolase.family.3.N.terminal.domain..PF00933.","  0","  0","  0","  0"," 80"," 12"," 21"," 37"," 67"," 22","265"," 21","151","203"," 70","178","  0"
"PE.family..PF00934.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ribosomal.protein.L44..PF00935.","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0"
"BMC.domain..PF00936.","0","0","0","0","4","0","0","0","2","0","0","0","0","1","0","1","0"
"Sodium.sulfate.symporter.transmembrane.region..PF00939."," 0"," 0"," 0"," 0"," 6"," 8"," 4"," 0"," 0"," 0","24","12","38","17","14","11"," 0"
"DNA.dependent.RNA.polymerase..PF00940.","0","0","0","0","2","1","0","0","0","2","3","0","0","0","0","0","0"
"FAD.binding.domain.in.molybdopterin.dehydrogenase..PF00941."," 0"," 0"," 0"," 0","27"," 2"," 1"," 2","12"," 7","47"," 6","33","30","12","44"," 0"
"Cellulose.binding.domain..PF00942.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"PF00946","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","1"
"PF00950"," 0"," 0"," 0"," 0","13"," 8"," 9"," 8"," 8"," 8","24"," 0","25"," 9","19"," 9"," 2"
"Glycosyl.transferase.family.4..PF00953.","  0","  0","  0","  0"," 24","  8"," 10"," 18"," 17","  7","136"," 15"," 47"," 69"," 38"," 66","  0"
"HCO3..transporter.family..PF00955.","0","0","0","0","3","1","0","0","1","1","5","1","3","0","1","0","0"
"Nucleosome.assembly.protein..NAP...PF00956.","0","0","0","0","2","0","1","0","0","0","2","1","2","0","0","0","0"
"Synaptobrevin..PF00957.","0","0","0","0","0","3","1","1","0","0","0","0","2","1","1","1","0"
"GMP.synthase.C.terminal.domain..PF00958."," 0"," 0"," 0"," 0","17"," 0"," 0"," 0"," 3","13","93"," 1","39","51","42","54"," 0"
"Phage.lysozyme..PF00959."," 0"," 2"," 0"," 0","25"," 0"," 0"," 1"," 3"," 1","20"," 2"," 4","19"," 2"," 4"," 0"
"LAGLIDADG.endonuclease..PF00961.","15"," 6"," 1"," 5","34","14","10"," 2","13"," 6","48"," 1","35","13","14","42"," 0"
"Adenosine.AMP.deaminase..PF00962."," 0"," 4"," 0"," 0","24","10","11","10"," 9"," 4","56","13","45","25","13","35"," 0"
"Cohesin.domain..PF00963.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"Oxidoreductase.FAD.binding.domain..PF00970.","  0","  5","  0","  8"," 69"," 11"," 39"," 25"," 43"," 16","182"," 22","106"," 84"," 51"," 89","  3"
"Thioesterase.domain..PF00975.","  0","  0","  0","  0"," 28"," 23"," 15","  5"," 12","  5"," 79"," 37","102"," 12","  6"," 30","  0"
"Histidine.biosynthesis.protein..PF00977."," 0"," 0"," 0"," 1","14"," 3"," 1"," 8","18","11","66"," 5","51","31","24","52"," 0"
"Glycosyltransferase.family.20..PF00982.","  0","  0","  0","  0"," 28","  3","  7"," 26"," 17","  2","115"," 15"," 64"," 31"," 28"," 65","  4"
"UDP.glucose.GDP.mannose.dehydrogenase.family..central.domain..PF00984.","  0","  0","  0","  0"," 46","  8"," 16"," 27"," 32"," 12","115"," 12","113"," 79"," 54"," 73","  6"
"DNA.gyrase.B.subunit..carboxyl.terminus..PF00986.","  0","  0","  0","  0"," 52","  5"," 32"," 45"," 41"," 19","223"," 26","125","164"," 68","165","  0"
"Carbamoyl.phosphate.synthase.small.chain..CPSase.domain..PF00988."," 0"," 0"," 0"," 0","14"," 0"," 3","15","10","14","70"," 3","54","35","24","63"," 4"
"PAS.fold..PF00989."," 10"," 28","  0","  4"," 84"," 45"," 31"," 43"," 37"," 18","201"," 55","220"," 90","103","168","  4"
"GGDEF.domain..PF00990.","   0","  46","   0","   0"," 336","  84"," 118"," 144"," 192","  79","1068"," 222"," 709"," 484"," 266"," 750","   5"
"Probable.molybdopterin.binding.domain..PF00994."," 4"," 0"," 0"," 0","29","11"," 8","10","14","11","67"," 8","50","53","29","59"," 0"
"Sec1.family..PF00995.","0","0","0","2","8","1","0","0","7","0","5","0","2","2","2","0","0"
"GDP.dissociation.inhibitor..PF00996.","0","0","0","0","0","1","0","0","1","0","1","2","2","0","0","1","2"
"Sodium.hydrogen.exchanger.family..PF00999.","  0","  0","  0","  6"," 88"," 29"," 25"," 46"," 69"," 31","265"," 35","180","134"," 74","151","  0"
"RNA.polymerase.Rpb3.RpoA.insert.domain..PF01000."," 0"," 0"," 0"," 0","14"," 0"," 0"," 7"," 3","22","68"," 3","33","23","30","36"," 0"
"Flavivirus.non.structural.protein.NS2B..PF01002.","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"Inward.rectifier.potassium.channel..PF01007."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0","10"," 0"," 3"," 5"," 1"," 2"," 0"
"Initiation.factor.2.subunit.family..PF01008."," 0"," 0"," 0"," 3"," 7"," 0"," 1"," 0"," 4"," 0","11"," 0"," 9"," 7","10","13"," 0"
"PF01010","0","0","0","0","0","0","0","6","0","0","8","0","4","0","0","5","0"
"PQQ.enzyme.repeat..PF01011.","  0","  0","  0","  0"," 53"," 17"," 16"," 11"," 23"," 21","130"," 22"," 83"," 34"," 23"," 48","  0"
"Electron.transfer.flavoprotein.domain..PF01012."," 0"," 0"," 0"," 0","13"," 0"," 0"," 2","26"," 0","61"," 0","32","38","10","78"," 0"
"Uricase..PF01014.","0","0","0","0","6","0","0","0","3","0","0","2","4","1","3","5","0"
"Ribosomal.S3Ae.family..PF01015.","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","3","0"
"Ribosomal.L27.protein..PF01016."," 0"," 0"," 0"," 0"," 2"," 1"," 2"," 0"," 2"," 1","14"," 0"," 5"," 2"," 2"," 2"," 0"
"STAT.protein..all.alpha.domain..PF01017.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"GTP1.OBG..PF01018."," 0"," 0"," 0"," 0","15"," 7"," 1","13","11"," 4","40"," 0","20","21","18","13"," 2"
"Gamma.glutamyltranspeptidase..PF01019.","  0","  0","  0","  0"," 16","  0","  1"," 25","  4","  0","114"," 19"," 62"," 65"," 42","121","  0"
"Ribosomal.L40e.family..PF01020.","0","0","0","0","1","0","0","0","3","0","2","0","0","0","0","0","0"
"Bacterial.regulatory.protein..arsR.family..PF01022."," 0"," 0"," 0"," 0","11"," 0"," 8","15"," 5"," 4","10"," 3","19"," 9"," 9","20"," 0"
"Colicin.pore.forming.domain..PF01024.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"GrpE..PF01025."," 0"," 0"," 0"," 0"," 4"," 3"," 3"," 6"," 0"," 0","24"," 5","12"," 8"," 3"," 4"," 0"
"TatD.related.DNase..PF01026."," 4","41"," 0"," 5","38","11","22","20","19","17","90"," 7","43","28","18","44"," 2"
"Inhibitor.of.apoptosis.promoting.Bax1..PF01027."," 0"," 1"," 0"," 1"," 8"," 4"," 7"," 3"," 6"," 6","27"," 8","16","20","16","12"," 0"
"Eukaryotic.DNA.topoisomerase.I..catalytic.core..PF01028."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0","24"," 0"," 5","15"," 7","19"," 0"
"NusB.family..PF01029."," 1","29"," 0"," 2","23"," 9","11"," 2"," 4"," 3","52","17","46","12","20","39"," 0"
"Receptor.L.domain..PF01030.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Dynamin.central.region..PF01031."," 0"," 2"," 0"," 1"," 9"," 4"," 2"," 0"," 9"," 4","12"," 0"," 9"," 4"," 0"," 1"," 1"
"FecCD.transport.family..PF01032."," 0"," 0"," 0"," 0","12"," 6","11","12"," 6"," 8","34"," 9","41","32","10","23"," 4"
"X6.O.methylguanine.DNA.methyltransferase..DNA.binding.domain..PF01035."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 2","22"," 1","15","21"," 3"," 4"," 0"
"Bacteriorhodopsin.like.protein..PF01036.","0","0","0","0","3","0","1","0","2","1","3","0","6","1","1","6","2"
"AsnC.family..PF01037.","  0","  2","  0","  1"," 30"," 26"," 22"," 16"," 21"," 11","137"," 24"," 68"," 54"," 19"," 90","  1"
"Carboxyl.transferase.domain..PF01039.","  0","  0","  0","  0"," 49","  0"," 24"," 22"," 20"," 15","200","  3","155","147"," 70","153","  0"
"UbiA.prenyltransferase.family..PF01040."," 3"," 6"," 0"," 0","26"," 0","13","19","24"," 8","69","14","62","69","35","84"," 4"
"DegT.DnrJ.EryC1.StrS.aminotransferase.family..PF01041.","  0","  0","  0","  0"," 16"," 30"," 12"," 13","  5","  7","124"," 22"," 78"," 50"," 40"," 91","  0"
"Endoribonuclease.L.PSP..PF01042."," 2"," 1"," 0"," 2","16"," 9"," 6"," 7","10"," 4","52","10","42","15","14","24"," 1"
"SecA.preprotein.cross.linking.domain..PF01043.","  0","  0","  0","  0"," 36"," 17"," 19"," 38"," 43"," 26","181","  8","132","119"," 81","143","  0"
"Vinculin.family..PF01044.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"MarR.family..PF01047."," 0"," 0"," 0"," 0","19"," 3"," 4","18"," 1"," 0","43"," 3","58","34","36","31"," 0"
"Phosphorylase.superfamily..PF01048.","  0","  0","  0","  1"," 21"," 13","  7"," 16"," 26"," 12","109"," 15"," 98"," 68"," 38"," 84","  0"
"Cadherin.cytoplasmic.region..PF01049.","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mannose.6.phosphate.isomerase..PF01050."," 0"," 0"," 0"," 0","22"," 0"," 7"," 4","15"," 2","48"," 3","20","19"," 5","26"," 0"
"Initiator.Replication.protein..PF01051."," 0"," 0"," 0"," 5","65","49"," 9"," 8","21","36","85"," 3","16"," 0"," 0","10"," 0"
"Surface.presentation.of.antigens..SPOA...PF01052."," 0"," 0"," 0"," 0"," 5","12"," 4"," 2"," 0"," 0","41"," 6","27"," 8"," 4","22"," 0"
"Cys.Met.metabolism.PLP.dependent.enzyme..PF01053.","  0","  0","  0","  0"," 65","  6"," 40"," 49"," 27"," 16","227"," 39","133","126"," 85","198"," 10"
"Glycosyl.hydrolases.family.31..PF01055."," 0"," 0"," 0"," 0","23"," 3","10"," 8","10"," 8","84"," 6","74","66","60","63"," 0"
"NADH.ubiquinone.oxidoreductase..20.Kd.subunit..PF01058."," 0"," 0"," 0"," 0","16"," 9"," 1"," 8","11"," 9","24"," 6","23","31","21","32"," 1"
"PF01059"," 1"," 0"," 0"," 0"," 6"," 2"," 0"," 5"," 7"," 1","43"," 4","12","17","13","33"," 0"
"PF01061","  0","  0","  0","  0"," 59","  7"," 20"," 26"," 36"," 16","152","  9"," 91"," 82"," 70"," 93","  0"
"PF01062"," 2"," 2"," 0"," 1","16"," 5"," 6"," 9","10","11","40"," 4","39","29","15","22"," 1"
"Aminotransferase.class.IV..PF01063.","  0","  0","  0","  0"," 16","  8"," 12","  5","  3"," 11","111"," 20"," 50"," 87"," 36"," 86","  3"
"Activin.types.I.and.II.receptor.domain..PF01064.","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CDP.alcohol.phosphatidyltransferase..PF01066."," 0"," 0"," 0"," 3","17"," 7"," 8","12"," 9","11","63"," 9","51","40","27","56"," 0"
"Calpain.large.subunit..domain.III..PF01067.","0","0","0","0","0","0","0","0","3","2","2","0","0","0","0","0","0"
"ATP.dependent.DNA.ligase.domain..PF01068.","  0"," 29","  0","  0"," 20","  0","  0"," 16"," 17","  7","121"," 10"," 70"," 96"," 30","146","  5"
"FMN.dependent.dehydrogenase..PF01070."," 0"," 0"," 0"," 0","29","11","14","20","11","11","86"," 7","34","33","19","50"," 0"
"Phosphoribosylglycinamide.synthetase..ATP.grasp..A..domain..PF01071."," 0"," 0"," 0"," 2"," 8"," 7"," 5"," 5","11"," 7","56"," 8","44","45","13","33"," 4"
"X3.beta.hydroxysteroid.dehydrogenase.isomerase.family..PF01073.","0","0","0","0","1","0","0","0","0","0","9","0","1","3","4","2","1"
"Glycosyl.hydrolases.family.38.N.terminal.domain..PF01074."," 0"," 0"," 0"," 0"," 3"," 0"," 3"," 7"," 4"," 5","17"," 0","14","20","43","29"," 6"
"Glycosyltransferase.family.9..heptosyltransferase...PF01075."," 0"," 0"," 0"," 1"," 6","26"," 6","18","11"," 0","23","11","24"," 9","29","15"," 0"
"PF01076","0","0","0","0","1","1","0","0","0","1","3","1","7","1","4","5","1"
"Nitrite.and.sulphite.reductase.4Fe.4S.domain..PF01077.","  0","  0","  0","  0"," 72"," 14"," 35"," 36"," 48"," 43","216"," 31","100","107"," 71","152","  8"
"Magnesium.chelatase..subunit.ChlI..PF01078."," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 3"," 2"," 0","47"," 0","19","13","15","18"," 0"
"KDPG.and.KHG.aldolase..PF01081."," 0"," 0"," 0"," 0"," 9"," 0"," 2"," 0"," 0"," 0","21"," 0","15","15"," 6","18"," 0"
"Copper.type.II.ascorbate.dependent.monooxygenase..N.terminal.domain..PF01082.","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"Cutinase..PF01083.","0","0","0","1","2","0","0","1","1","0","5","1","8","1","2","1","1"
"Ribosomal.protein.S18..PF01084."," 0","37"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 0"," 2"," 0"
"Galactose.1.phosphate.uridyl.transferase..N.terminal.domain..PF01087."," 0"," 0"," 0"," 0"," 5"," 1"," 3"," 1"," 0"," 0","16"," 4","12"," 8"," 5"," 9"," 0"
"Ubiquitin.carboxyl.terminal.hydrolase..family.1..PF01088.","1","1","0","0","6","1","1","1","0","2","0","0","0","5","1","0","0"
"Ribosomal.protein.S19e..PF01090.","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ribosomal.protein.S6e..PF01092.","0","0","0","0","2","0","1","0","0","0","0","0","0","2","0","0","0"
"Receptor.family.ligand.binding.region..PF01094.","0","0","0","0","0","1","2","0","0","2","0","6","0","2","1","0","0"
"Pectinesterase..PF01095.","0","1","1","0","5","0","6","3","0","4","9","6","8","2","7","7","0"
"Transcription.factor.S.II..TFIIS...PF01096.","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0"
"PF01098","  0","  0","  0","  0"," 19","  0"," 15"," 21"," 14"," 14","129","  8"," 71"," 51"," 29"," 58","  2"
"Surface.antigen..PF01103.","  0","  6","  0","  0"," 66"," 14"," 36"," 17"," 25"," 18","239"," 32","177","119"," 40","133","  0"
"PF01105","0","0","0","0","0","0","1","0","0","2","1","1","2","1","0","0","0"
"NifU.like.domain..PF01106."," 0"," 1"," 0"," 1"," 3"," 7"," 0"," 2"," 4"," 4","20"," 7","12"," 7","10","10"," 0"
"PF01107"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 0","12"," 0"
"Cyclin.dependent.kinase.regulatory.subunit..PF01111.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"Asparaginase..PF01112."," 0"," 0"," 0"," 0","15"," 4"," 0"," 8"," 1"," 0","23"," 0","17","13","13","16"," 0"
"Dihydrodipicolinate.reductase..N.terminus..PF01113."," 0"," 0"," 0"," 0"," 6"," 4"," 2"," 0","13"," 8","42"," 2","23","16","15","15"," 0"
"Fructose.bisphosphate.aldolase.class.II..PF01116."," 0"," 0"," 0"," 0","24"," 9","15","19","18","17","91","14","59","42","36","36"," 7"
"Semialdehyde.dehydrogenase..NAD.binding.domain..PF01118.","  0","  0","  0","  6"," 44","  6"," 12"," 12"," 18"," 17","123"," 14"," 66"," 49"," 30"," 72","  0"
"DNA.mismatch.repair.protein..C.terminal.domain..PF01119."," 0"," 0"," 0"," 5","25"," 1"," 7","13","19"," 4","51"," 4","48","40","19","35"," 3"
"Alpha.L.fucosidase..PF01120."," 0"," 0"," 0"," 0"," 2"," 0"," 7","10"," 3"," 0","35"," 0","27","24","20","55"," 0"
"Dephospho.CoA.kinase..PF01121."," 0"," 0"," 0"," 1"," 1"," 2"," 0"," 2"," 1"," 0"," 6"," 4","10"," 5"," 4"," 4"," 2"
"MAPEG.family..PF01124."," 0"," 0"," 0"," 0"," 4"," 0"," 5"," 2"," 0"," 0"," 4"," 1","10"," 1"," 2"," 1"," 0"
"PF01125","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0"
"Heme.oxygenase..PF01126.","0","0","0","0","0","0","0","0","0","1","6","2","1","6","0","7","0"
"Succinate.dehydrogenase.Fumarate.reductase.transmembrane.subunit..PF01127."," 0"," 1"," 0"," 3","18"," 7"," 9"," 5"," 4"," 5","41"," 8","20","12"," 6","32"," 1"
"X2.C.methyl.D.erythritol.4.phosphate.cytidylyltransferase..PF01128."," 0"," 0"," 0"," 0","13"," 0"," 3"," 7"," 0"," 0","10"," 7"," 6"," 2"," 5","17"," 0"
"NAD.arginine.ADP.ribosyltransferase..PF01129.","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","2","0"
"DNA.topoisomerase..PF01131.","  0","  2","  0","  1"," 38","  6"," 44"," 40"," 24"," 22","189"," 28","130"," 82"," 71","140"," 11"
"Elongation.factor.P..EF.P..OB.domain..PF01132."," 0"," 0"," 0"," 0"," 6"," 1","12"," 6"," 9"," 4","41"," 2","27","18"," 7","26"," 0"
"Glucose.inhibited.division.protein.A..PF01134.","  0","  3","  0","  4"," 13"," 13"," 15"," 19"," 17"," 30","101"," 19"," 74"," 45"," 25"," 89","  0"
"Protein.L.isoaspartate.D.aspartate..O.methyltransferase..PCMT...PF01135."," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 1"," 2"," 1","26"," 0","14","14"," 5","11"," 0"
"PF01136"," 0","28"," 0"," 0"," 7"," 1"," 0"," 0","13"," 6","60"," 1","28","23","19","31"," 0"
"RNA.3..terminal.phosphate.cyclase..PF01137."," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 0"," 3"," 3"," 2"," 3","12"," 2"," 3"," 0"
"X3..exoribonuclease.family..domain.1..PF01138.","  0","  0","  0","  0"," 38","  0"," 22"," 23"," 24"," 16","147"," 12","105"," 66"," 55"," 99","  0"
"tRNA.splicing.ligase.RtcB..PF01139."," 0"," 0"," 0"," 0"," 1"," 0"," 8"," 8"," 7"," 6","69"," 8","20","22","15","19"," 0"
"Matrix.protein..MA...p15..PF01140.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"tRNA.pseudouridine.synthase.D..TruD...PF01142.","0","0","0","0","4","4","0","0","1","1","3","5","9","1","5","2","0"
"Coenzyme.A.transferase..PF01144.","  0","  0","  0","  0"," 47","  7"," 13"," 25"," 26"," 12","129","  7"," 67"," 64"," 34"," 85","  9"
"SPFH.domain...Band.7.family..PF01145."," 0"," 0"," 0"," 0","41"," 0"," 5"," 3","16","36","85"," 6","79","64","58","99"," 0"
"Cytidylyltransferase.family..PF01148."," 0"," 1"," 0"," 1","13"," 6"," 2"," 6","10"," 5","33"," 9","17","28","15","25"," 3"
"Formamidopyrimidine.DNA.glycosylase.N.terminal.domain..PF01149."," 0"," 0"," 0"," 0"," 4"," 3"," 2"," 1"," 4"," 5","38"," 7","31","32","25","39"," 1"
"GDA1.CD39..nucleoside.phosphatase..family..PF01150.","0","2","0","0","2","2","0","0","0","0","1","0","1","0","2","0","0"
"PF01151","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0"
"Bacterial.like.globin..PF01152."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 3"," 0"," 0","14"," 0"," 5"," 9"," 2","13"," 0"
"Glypican..PF01153.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"Hydroxymethylglutaryl.coenzyme.A.synthase.N.terminal..PF01154.","0","0","0","0","0","0","4","0","1","1","8","0","2","7","1","5","1"
"Hydrogenase.expression.synthesis.hypA.family..PF01155.","0","0","0","0","4","0","0","0","0","1","0","0","1","0","0","0","0"
"Inosine.uridine.preferring.nucleoside.hydrolase..PF01156."," 3"," 0"," 0"," 4"," 6"," 1"," 3"," 4"," 4"," 9","16"," 0","17","16","11","13"," 0"
"Ribosomal.protein.L21e..PF01157.","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0"
"Ribosomal.protein.L6e..PF01159.","0","0","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0"
"Phosphatidylethanolamine.binding.protein..PF01161."," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0","12"," 3","10"," 8"," 4"," 9"," 1"
"RIO1.family..PF01163.","0","0","0","1","6","0","0","0","2","0","0","0","5","3","0","1","0"
"Ribosomal.protein.S21..PF01165.","0","0","0","0","0","2","0","1","1","3","0","0","3","0","1","0","0"
"TSC.22.dip.bun.family..PF01166.","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"Tub.family..PF01167.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Alanine.racemase..N.terminal.domain..PF01168."," 0"," 2"," 0"," 0","17"," 2","13","27","19"," 2","70","17","75","54","31","73"," 0"
"PF01169"," 1"," 0"," 0"," 0"," 1"," 0"," 1"," 3"," 7"," 2","13"," 2"," 6"," 5"," 1"," 5"," 0"
"Putative.RNA.methylase.family.UPF0020..PF01170."," 0"," 0"," 0"," 0","20"," 4"," 6","10"," 8"," 6","46","11","48","12","11","18"," 0"
"PP.loop.family..PF01171."," 0"," 0"," 0"," 0","19"," 7","11","12","24","13","73","17","31","19","17","22"," 7"
"Shwachman.Bodian.Diamond.syndrome..SBDS..protein..PF01172.","0","0","0","0","0","0","0","0","0","0","3","0","1","0","1","2","0"
"SNO.glutamine.amidotransferase.family..PF01174.","0","0","0","0","0","0","0","0","0","1","0","0","2","4","0","3","0"
"Urocanase..PF01175."," 0"," 0"," 0"," 1"," 5"," 0"," 4"," 5","12"," 3","81","19","59","29","23","49"," 0"
"Translation.initiation.factor.1A...IF.1..PF01176."," 1"," 1"," 0"," 0"," 7"," 1"," 6"," 8"," 4"," 1","12"," 3"," 7"," 1"," 2"," 9"," 0"
"Asp.Glu.Hydantoin.racemase..PF01177."," 0"," 0"," 0"," 0","12"," 2"," 7","11","11"," 1","96"," 7","53","35","16","63"," 4"
"Copper.amine.oxidase..enzyme.domain..PF01179."," 0"," 3"," 0"," 0","15"," 4","13"," 9"," 3"," 6","37"," 3","31","22","17","25"," 0"
"Dihydroorotate.dehydrogenase..PF01180."," 0"," 0"," 0"," 0"," 6"," 6"," 3","11"," 4"," 5","43"," 9","29","25","22","20"," 0"
"Glucosamine.6.phosphate.isomerases.6.phosphogluconolactonase..PF01182."," 0"," 1"," 0"," 0"," 4"," 1"," 8"," 4"," 3"," 2","21"," 0","16","16","14","25"," 0"
"Glycosyl.hydrolases.family.25..PF01183."," 0"," 0"," 0"," 0"," 9"," 1","11"," 4"," 3"," 4","16"," 0"," 4","11"," 0"," 7"," 0"
"PF01184","0","0","0","0","1","0","0","2","2","1","4","0","3","0","0","0","0"
"PF01186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Macrophage.migration.inhibitory.factor..MIF...PF01187.","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"Mandelate.racemase...muconate.lactonizing.enzyme..C.terminal.domain..PF01188."," 0"," 0"," 0"," 0","37"," 0","18"," 9","10"," 3","74","14","71","70","41","70"," 8"
"NOL1.NOP2.sun.family..PF01189."," 0"," 0"," 0"," 0","16","10"," 7"," 1","12"," 0","55","21","49","18","27","44"," 0"
"RNA.polymerase.Rpb5..C.terminal.domain..PF01191.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"RNA.polymerase.Rpb6..PF01192."," 0"," 1"," 0"," 1"," 1"," 0"," 1"," 6","10"," 0"," 6"," 1"," 4"," 0"," 0"," 2"," 0"
"RNA.polymerase.Rpb3.Rpb11.dimerisation.domain..PF01193."," 0"," 0"," 0"," 0","17"," 0"," 0"," 7"," 4","24","71"," 5","37","23","33","36"," 0"
"Peptidyl.tRNA.hydrolase..PF01195."," 0"," 0"," 0"," 0"," 0"," 2"," 5"," 4"," 7"," 0","20"," 3","17"," 8"," 1","26"," 1"
"Ribosomal.protein.L17..PF01196."," 0"," 0"," 0"," 0","10"," 1"," 6"," 4"," 6"," 2","24"," 5","17","11"," 6","16"," 4"
"Ribosomal.protein.L31..PF01197."," 0"," 0"," 0"," 0"," 3"," 1"," 0"," 2"," 3"," 1"," 4"," 0"," 9"," 2"," 3","13"," 0"
"Ribosomal.protein.L31e..PF01198.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
