"","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"antimonite.transmembrane.transporter.activity..GO.0015104.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"arsenite.transmembrane.transporter.activity..GO.0015105."," 0"," 0"," 0"," 0"," 5"," 3"," 7"," 0"," 6"," 0","26"," 4","15","17","20","27"," 0"
"chromate.transmembrane.transporter.activity..GO.0015109."," 0"," 0"," 0"," 0","15"," 0"," 9"," 6"," 6","12","27"," 5","17"," 6"," 9","10"," 0"
"nitrate.transmembrane.transporter.activity..GO.0015112."," 0","31"," 0"," 2","15"," 4"," 0"," 5"," 2"," 4","43","12","30","29","17","18"," 1"
"nitrite.transmembrane.transporter.activity..GO.0015113."," 0","31"," 0"," 3"," 2"," 3"," 0"," 3"," 2"," 2","18"," 5","16"," 9","11"," 7"," 2"
"sulfate.transmembrane.transporter.activity..GO.0015116."," 0"," 0"," 0"," 0","24"," 1","12","19"," 5"," 3","92"," 6","66","29","18","51"," 0"
"acetate.transmembrane.transporter.activity..GO.0015123.","0","0","0","0","1","1","3","1","4","0","7","3","2","0","0","4","0"
"gluconate.transmembrane.transporter.activity..GO.0015128."," 0"," 2"," 0"," 6"," 6","15","10"," 6","10"," 4","31","20","36","21","19","17"," 2"
"lactate.transmembrane.transporter.activity..GO.0015129."," 0"," 0"," 0"," 0"," 7"," 2"," 7"," 5"," 2"," 7","65"," 7","37","15","18","48"," 0"
"citrate.transmembrane.transporter.activity..GO.0015137."," 1"," 0"," 0"," 0","22"," 2","15"," 3"," 5"," 2","45"," 7","32","26","11","17"," 3"
"carbohydrate.transmembrane.transporter.activity..GO.0015144."," 0"," 1"," 0"," 0"," 2"," 3"," 2"," 0"," 1"," 0","13"," 4","15"," 2"," 7"," 2"," 1"
"fucose.transmembrane.transporter.activity..GO.0015150."," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0"," 2"," 0","19"," 0"," 6"," 5"," 0"," 9"," 0"
"rhamnose.transmembrane.transporter.activity..GO.0015153.","0","0","0","0","2","1","0","0","0","0","5","1","2","0","2","0","0"
"polysaccharide.transmembrane.transporter.activity..GO.0015159."," 0"," 0"," 0"," 0","25"," 4"," 4"," 6"," 3"," 4","61","11","41","24","12","20"," 0"
"glycerol.3.phosphate.transmembrane.transporter.activity..GO.0015169."," 0"," 0"," 0"," 0"," 8"," 8"," 3"," 2"," 5"," 1","15"," 8","19"," 3"," 9"," 3"," 0"
"amino.acid.transmembrane.transporter.activity..GO.0015171.","  0","  0","  0","  4","178"," 74"," 99","119","107"," 89","500"," 74","334","211","173","171"," 19"
"aromatic.amino.acid.transmembrane.transporter.activity..GO.0015173."," 0"," 0"," 0"," 0"," 1"," 5"," 5"," 0"," 0"," 0"," 3"," 7","10"," 0","17"," 4"," 0"
"arginine.transmembrane.transporter.activity..GO.0015181.","0","0","0","0","0","1","0","0","0","0","2","2","1","0","2","0","0"
"gamma.aminobutyric.acid.transmembrane.transporter.activity..GO.0015185.","0","0","0","0","1","0","0","0","2","0","5","0","6","0","0","0","0"
"peptide.transporter.activity..GO.0015197.","  0","  0","  0","  0"," 38"," 14"," 25","  9"," 28","  0","203"," 30","125","105"," 99","161","  6"
"oligopeptide.transporter.activity..GO.0015198.","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0"
"urea.transmembrane.transporter.activity..GO.0015204.","0","0","0","0","2","0","0","2","0","0","0","1","0","0","4","2","0"
"nucleobase.transmembrane.transporter.activity..GO.0015205.","  0","  0","  0","  0"," 22"," 19"," 21"," 14"," 21","  0","114"," 19"," 76"," 62"," 32"," 46","  0"
"purine.nucleoside.transmembrane.transporter.activity..GO.0015211.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"pyrimidine.nucleotide.transmembrane.transporter.activity..GO.0015218."," 0"," 0"," 0"," 5"," 5"," 4"," 5"," 7"," 5"," 9","22"," 6"," 4"," 0"," 5"," 0"," 0"
"choline.transmembrane.transporter.activity..GO.0015220.","1","0","0","2","8","0","0","1","0","0","3","1","4","1","0","2","0"
"lipopolysaccharide.transmembrane.transporter.activity..GO.0015221.","0","0","0","0","3","2","4","1","0","0","2","1","2","0","1","1","0"
"biotin.transporter.activity..GO.0015225.","0","0","0","0","2","2","0","0","2","0","3","0","2","1","2","1","1"
"heme.transporter.activity..GO.0015232."," 0"," 0"," 0"," 0","14"," 2"," 4"," 7","14"," 3","34"," 0","10","12","12","19"," 2"
"pantothenate.transmembrane.transporter.activity..GO.0015233.","0","0","0","1","4","6","4","1","1","1","8","2","3","1","4","2","0"
"thiamine.transmembrane.transporter.activity..GO.0015234.","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0"
"cobalamin.transporter.activity..GO.0015235."," 0"," 0"," 0"," 0"," 5"," 9"," 0"," 4"," 5"," 2","12"," 7","13"," 3","10"," 5"," 0"
"drug.transmembrane.transporter.activity..GO.0015238.","  3","  0","  0","  7"," 34"," 19"," 29"," 33"," 27"," 13","110"," 25"," 70"," 33"," 36"," 59","  0"
"sterol.transporter.activity..GO.0015248.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"water.channel.activity..GO.0015250.","1","0","0","0","3","0","3","1","4","0","4","1","2","2","1","0","1"
"calcium.activated.potassium.channel.activity..GO.0015269.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"porin.activity..GO.0015288.","  0","  6","  0","  3"," 39"," 43"," 28"," 19"," 40","  0","193"," 29","213"," 49"," 52"," 69","  0"
"symporter.activity..GO.0015293."," 0"," 0"," 0"," 0","13","13"," 7"," 4","13"," 0","47","17","29","23","36","28"," 0"
"antiporter.activity..GO.0015297.","  4","  0","  0","  5"," 35"," 19"," 40"," 35"," 37"," 11","120"," 28"," 86"," 55"," 36"," 68","  0"
"solute.proton.antiporter.activity..GO.0015299.","  0","  0","  0","  2"," 78"," 25"," 20"," 41"," 64"," 25","244"," 29","160","133"," 64","140","  0"
"drug.proton.antiporter.activity..GO.0015307.","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","1","0"
"sodium.dependent.phosphate.transmembrane.transporter.activity..GO.0015321."," 0"," 0"," 0"," 0"," 3"," 0"," 2"," 0"," 6"," 0","52"," 3"," 8"," 6"," 8","27"," 0"
"peptide.proton.symporter.activity..GO.0015333."," 0"," 0"," 0"," 0"," 0"," 3"," 2"," 1"," 2"," 1"," 8","11","15"," 1"," 9"," 0"," 0"
"siderophore.transmembrane.transporter.activity..GO.0015343.","  0","  8","  0","  4","280"," 81","129"," 96","137"," 78","753","119","382","256","155","317","  0"
"calcium.proton.antiporter.activity..GO.0015369.","0","0","0","0","0","0","1","0","0","0","0","0","0","4","1","1","0"
"sodium.proton.antiporter.activity..GO.0015385."," 0"," 0"," 0"," 1"," 5"," 0"," 2"," 7"," 2"," 4"," 3"," 4","13"," 2"," 3","12"," 0"
"potassium.proton.antiporter.activity..GO.0015386."," 0"," 0"," 0"," 0"," 4"," 4"," 2"," 1"," 0"," 2","17"," 1","13"," 0"," 8"," 0"," 0"
"monosaccharide.transporting.ATPase.activity..GO.0015407.","  0"," 38","  0","  0"," 23","  9"," 12","  5"," 15","  0","116"," 13"," 70"," 50"," 30"," 77","  0"
"ferric.transporting.ATPase.activity..GO.0015408."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0"," 6"," 7"," 0"," 5"," 1"
"taurine.transporting.ATPase.activity..GO.0015411.","0","0","0","2","9","0","0","0","4","0","9","2","5","4","2","5","0"
"molybdate.transmembrane.transporting.ATPase.activity..GO.0015412."," 0"," 0"," 0"," 3"," 7"," 3"," 8"," 8"," 9"," 4","10"," 5","20","17","10","10"," 1"
"nickel.transporting.ATPase.activity..GO.0015413."," 0"," 1"," 0"," 0"," 0"," 0"," 2"," 2"," 4"," 5","17"," 8","15","12"," 3","12"," 2"
"nitrate.transmembrane.transporting.ATPase.activity..GO.0015414.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"phosphate.ion.transmembrane.transporting.ATPase.activity..GO.0015415."," 0"," 9"," 0"," 0","21"," 1"," 7"," 0","14"," 7","62"," 2","60","23","31","62"," 0"
"organic.phosphonate.transmembrane.transporting.ATPase.activity..GO.0015416."," 0"," 0"," 0"," 0"," 6"," 2"," 0","10"," 2"," 7","17"," 3","23"," 7","10"," 9"," 0"
"polyamine.transporting.ATPase.activity..GO.0015417."," 0"," 0"," 0"," 1"," 8"," 2"," 0"," 2","16"," 6","13"," 3","17"," 9"," 8"," 7"," 0"
"quaternary.ammonium.compound.transporting.ATPase.activity..GO.0015418."," 0"," 0"," 0"," 1"," 1"," 2"," 0"," 1"," 2"," 0","12"," 3"," 5","10"," 1"," 2"," 0"
"sulfate.transmembrane.transporting.ATPase.activity..GO.0015419.","  0","  2","  0","  0"," 45"," 16"," 19","  9"," 29"," 32","167"," 32","101"," 53"," 26"," 84","  0"
"cobalamin.transporting.ATPase.activity..GO.0015420."," 5","23"," 0"," 0"," 5"," 3"," 5"," 8","12"," 2","31"," 4","31","19","16","28"," 3"
"oligopeptide.transporting.ATPase.activity..GO.0015421.","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"maltose.transporting.ATPase.activity..GO.0015423.","0","0","0","0","0","3","2","0","5","1","2","3","2","0","3","3","1"
"amino.acid.transporting.ATPase.activity..GO.0015424."," 0"," 1"," 0"," 0","16"," 7"," 6"," 6"," 9"," 9","49","13","25","14"," 0","18"," 0"
"nonpolar.amino.acid.transporting.ATPase.activity..GO.0015425.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"polar.amino.acid.transporting.ATPase.activity..GO.0015426.","0","0","0","0","2","0","0","0","0","0","1","0","1","1","0","0","0"
"glycerol.3.phosphate.transporting.ATPase.activity..GO.0015430."," 0"," 0"," 0"," 0"," 2"," 0"," 1"," 3"," 1"," 1","35"," 3","15","19"," 2","23"," 2"
"capsular.polysaccharide.transporting.ATPase.activity..GO.0015436.","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"teichoic.acid.transporting.ATPase.activity..GO.0015438.","0","0","0","0","0","0","0","0","0","0","6","0","4","0","1","4","0"
"heme.transporting.ATPase.activity..GO.0015439.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0"
"peptide.transporting.ATPase.activity..GO.0015440.","0","1","0","0","1","0","0","0","1","1","3","0","3","2","4","1","0"
"beta.glucan.transporting.ATPase.activity..GO.0015441.","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0"
"magnesium.importing.ATPase.activity..GO.0015444."," 0"," 0"," 0"," 0"," 1"," 8"," 9"," 8","16"," 2","15"," 1","12"," 4","18"," 9"," 0"
"silver.exporting.ATPase.activity..GO.0015445.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"arsenite.transmembrane.transporting.ATPase.activity..GO.0015446.","0","0","0","0","1","0","0","0","0","0","3","0","1","5","6","2","0"
"P.P.bond.hydrolysis.driven.protein.transmembrane.transporter.activity..GO.0015450.","  0","  0","  0","  0"," 53"," 17"," 22"," 30"," 36"," 13","165"," 24","112"," 82"," 59","115","  7"
"potassium.channel.regulator.activity..GO.0015459."," 0"," 0"," 0"," 0"," 1"," 3"," 1"," 0"," 0"," 1","14"," 0"," 9"," 0"," 7"," 0"," 0"
"maltose.transporting.porin.activity..GO.0015481."," 0"," 2"," 0"," 0"," 3","10"," 5"," 1"," 2"," 1","13","11","14"," 2","13"," 1"," 0"
"cholesterol.binding..GO.0015485.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"putrescine.transmembrane.transporter.activity..GO.0015489.","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"putrescine.ornithine.antiporter.activity..GO.0015496.","0","0","0","3","2","0","0","0","6","2","0","0","1","0","4","1","1"
"formate.transmembrane.transporter.activity..GO.0015499.","0","0","0","0","0","2","3","1","1","3","3","1","3","0","3","0","0"
"glutamate.sodium.symporter.activity..GO.0015501."," 0"," 2"," 0"," 0","16"," 2"," 2"," 1"," 0"," 6","10"," 2"," 5"," 2"," 2"," 3"," 0"
"glutathione.regulated.potassium.exporter.activity..GO.0015503.","0","0","0","0","1","5","3","0","1","0","2","4","1","0","9","1","0"
"sialic.acid.proton.symporter.activity..GO.0015538.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0"
"sugar.efflux.transmembrane.transporter.activity..GO.0015542.","0","0","0","0","3","5","0","1","0","0","5","3","8","1","8","2","0"
"C4.dicarboxylate.transmembrane.transporter.activity..GO.0015556.","0","0","0","0","0","0","0","2","0","0","1","0","3","0","9","9","0"
"threonine.efflux.transmembrane.transporter.activity..GO.0015565."," 1"," 0"," 1"," 2","10"," 1"," 8"," 0"," 2"," 2"," 3"," 4","11"," 2","18"," 5"," 2"
"N.acetylglucosamine.transmembrane.transporter.activity..GO.0015572."," 0"," 0"," 0"," 0"," 2"," 2"," 1"," 0"," 0"," 0","14"," 6"," 6"," 1"," 4"," 1"," 0"
"trehalose.transmembrane.transporter.activity..GO.0015574.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"galactitol.transmembrane.transporter.activity..GO.0015577.","0","0","0","0","1","0","0","0","0","3","0","0","0","1","2","0","0"
"D.ribose.transmembrane.transporter.activity..GO.0015591."," 0"," 0"," 0"," 0"," 4"," 1"," 7"," 0"," 2"," 0"," 3"," 5","27"," 0"," 6","11"," 0"
"putrescine.importing.ATPase.activity..GO.0015594.","0","0","0","0","1","0","6","1","0","2","2","1","3","2","7","7","1"
"spermidine.importing.ATPase.activity..GO.0015595.","0","0","0","0","1","0","6","1","0","2","2","1","3","2","7","7","1"
"organic.phosphonate.transmembrane.transporter.activity..GO.0015604."," 0"," 0"," 0"," 0"," 7"," 7"," 5"," 0"," 3"," 0","18"," 0"," 9"," 3","10","16"," 1"
"spermidine.transmembrane.transporter.activity..GO.0015606.","0","0","0","0","0","1","1","0","0","0","1","2","0","0","0","0","0"
"L.arabinose.importing.ATPase.activity..GO.0015612."," 0"," 0"," 0"," 1"," 6"," 1"," 5"," 2"," 5"," 0"," 5"," 5","22"," 2"," 1"," 0"," 0"
"D.xylose.importing.ATPase.activity..GO.0015614."," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 2"," 4"," 0"," 7"," 2","18"," 2"," 2"," 5"," 0"
"iron.chelate.transporting.ATPase.activity..GO.0015623.","1","0","0","1","0","0","0","1","0","3","3","0","4","1","1","3","0"
"zinc.transporting.ATPase.activity..GO.0015633."," 0"," 1"," 0"," 2"," 5"," 5"," 5"," 5"," 5"," 5","12"," 3","15"," 3"," 0"," 0"," 0"
"toxic.substance.binding..GO.0015643.","0","0","0","0","3","6","0","0","0","0","2","4","0","1","4","0","0"
"X2.keto.3.deoxygluconate.proton.symporter.activity..GO.0015649.","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","1","0"
"alanine.sodium.symporter.activity..GO.0015655."," 0"," 0"," 0"," 0","20"," 1"," 6"," 5","13"," 7","26"," 3","36"," 5","11"," 6"," 0"
"branched.chain.amino.acid.transmembrane.transporter.activity..GO.0015658."," 1"," 1"," 0"," 0","10"," 6","21"," 7"," 5"," 3","27","11","25"," 4"," 3"," 6"," 0"
"site.specific.DNA.methyltransferase..cytosine.N4.specific..activity..GO.0015667."," 0"," 0"," 0"," 0"," 4"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 4","16"," 5"," 7"," 0"
"Type.III.site.specific.deoxyribonuclease.activity..GO.0015668.","0","0","0","0","0","0","0","0","0","0","4","0","3","0","0","2","0"
"mannosidase.activity..GO.0015923.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"glucosidase.activity..GO.0015926."," 0"," 0"," 0"," 0"," 2"," 0"," 1"," 8"," 0"," 0","13"," 2","15"," 4"," 4"," 0"," 2"
"glutamate.synthase.activity..GO.0015930.","  0","  0","  0","  0"," 59","  3"," 19"," 30"," 21"," 13","133"," 10"," 95"," 69"," 40"," 98","  1"
"sulfite.reductase.activity..GO.0016002.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"maleylacetoacetate.isomerase.activity..GO.0016034."," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","12"," 0"," 4"," 7"," 0","15"," 0"
"glutamate.synthase..NADH..activity..GO.0016040."," 0"," 0"," 0"," 0","12"," 0"," 0"," 0"," 2"," 0","39"," 2","15","26","12","22"," 0"
"glutamate.synthase..ferredoxin..activity..GO.0016041.","  0","  2","  0","  0"," 19","  2","  0","  6","  5","  0","103","  9"," 31"," 41"," 15"," 66","  0"
"X.translation.release.factor.activity..codon.specific..GO.0016149..","  0","  0","  0","  0"," 54"," 13"," 13"," 42"," 21"," 39","228"," 14","134","123"," 63","154","  2"
"nickel.cation.binding..GO.0016151.","  0","  0","  0","  0"," 62","  0","  0","  0"," 23"," 10","105"," 14"," 51"," 61"," 45"," 96","  0"
"mercury..II..reductase.activity..GO.0016152.","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0"
"urocanate.hydratase.activity..GO.0016153."," 0"," 0"," 0"," 1"," 4"," 0"," 4"," 5","12"," 3","81","19","59","29","23","49"," 0"
"pyrimidine.nucleoside.phosphorylase.activity..GO.0016154."," 0"," 0"," 0"," 0"," 4"," 1"," 2"," 5"," 0"," 2","14"," 3"," 8","11"," 9","17"," 3"
"formyltetrahydrofolate.dehydrogenase.activity..GO.0016155.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"fumarate.reductase..NADH..activity..GO.0016156.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"sucrose.synthase.activity..GO.0016157.","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0"
"X3.phytase.activity..GO.0016158."," 0"," 2"," 0"," 2","13"," 0"," 8"," 3"," 6"," 0","18"," 3"," 0"," 0"," 2"," 2"," 1"
"muconolactone.delta.isomerase.activity..GO.0016159.","0","0","0","0","0","0","0","0","0","0","7","0","1","0","0","6","0"
"beta.amylase.activity..GO.0016161.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"X.cellulose.1.4.beta.cellobiosidase.activity..GO.0016162..","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0"
"nitrogenase.activity..GO.0016163.","0","1","0","0","8","0","0","0","1","2","0","0","2","1","1","0","0"
"chlorophyll.binding..GO.0016168."," 0"," 0"," 4"," 2","17"," 4"," 0"," 1"," 4"," 1"," 1"," 0"," 3"," 0"," 0"," 2"," 0"
"catechol.O.methyltransferase.activity..GO.0016206.","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","1"
"X4.coumarate.CoA.ligase.activity..GO.0016207.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"AMP.binding..GO.0016208.","  0","  0","  0","  0"," 34","  0"," 16"," 12"," 18"," 11"," 94"," 21"," 98"," 84"," 50","118","  6"
"antioxidant.activity..GO.0016209."," 0"," 0"," 0"," 0","21"," 4"," 2"," 9"," 0"," 6","92"," 3","49","33","29","55"," 0"
"naringenin.chalcone.synthase.activity..GO.0016210.","0","0","0","0","0","0","0","2","0","0","0","0","2","1","0","0","0"
"kynurenine.oxoglutarate.transaminase.activity..GO.0016212."," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 0"," 0"," 0","13"," 1"," 5"," 9"," 1","11"," 0"
"linoleoyl.CoA.desaturase.activity..GO.0016213.","0","1","0","1","2","0","2","2","1","0","1","0","1","5","3","0","3"
"beta.alanine.pyruvate.transaminase.activity..GO.0016223.","0","0","0","0","6","0","0","2","0","0","9","0","8","1","0","1","0"
"protein.arginine.N.methyltransferase.activity..GO.0016274.","0","0","0","2","2","0","2","4","2","2","0","0","1","0","0","2","0"
"palmitoyl.CoA.hydrolase.activity..GO.0016290.","0","0","0","0","0","0","0","0","2","0","1","1","2","2","1","1","0"
"myristoyl..acyl.carrier.protein..hydrolase.activity..GO.0016295.","0","0","0","0","0","0","2","0","0","3","0","1","0","1","0","0","0"
"palmitoyl..acyl.carrier.protein..hydrolase.activity..GO.0016296.","0","0","0","0","0","0","2","0","0","3","0","1","0","1","0","0","0"
"lipase.activity..GO.0016298.","0","0","0","0","0","0","0","0","0","0","1","0","4","2","1","0","0"
"tRNA..uracil..methyltransferase.activity..GO.0016300."," 0"," 0"," 0"," 0"," 4"," 2"," 3"," 0"," 2"," 0"," 8"," 3","15"," 0"," 5"," 0"," 0"
"kinase.activity..GO.0016301.","   0","   0","   0","   5"," 361"," 146"," 202"," 180"," 231"," 117","1029"," 167"," 827"," 573"," 554"," 684","  39"
"X1.phosphatidylinositol.3.kinase.activity..GO.0016303.","0","0","0","0","0","0","0","0","1","0","3","0","1","0","0","0","0"
"phosphatidylinositol.phosphate.kinase.activity..GO.0016307."," 0"," 1"," 1"," 1","10"," 2"," 2"," 4"," 4"," 0"," 6"," 1"," 7"," 1"," 2"," 2"," 0"
"X1.phosphatidylinositol.4.phosphate.5.kinase.activity..GO.0016308.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"dimethylargininase.activity..GO.0016403.","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"acetyltransferase.activity..GO.0016407."," 2"," 2"," 0"," 0"," 2"," 0"," 3"," 0"," 1"," 1","12"," 1"," 9"," 4"," 3","10"," 1"
"palmitoyltransferase.activity..GO.0016409.","0","0","0","1","1","1","0","0","1","0","0","0","4","2","1","0","0"
"N.acyltransferase.activity..GO.0016410."," 0"," 0"," 0"," 0","18"," 0"," 3"," 4","14","12","60"," 1","29","31","16","21"," 3"
"octanoyltransferase.activity..GO.0016415."," 0"," 0"," 0"," 0"," 3"," 1"," 8"," 3"," 2"," 0","25"," 0","22","20"," 3","15"," 0"
"O.palmitoyltransferase.activity..GO.0016416.","0","0","0","0","0","3","0","0","1","0","0","1","0","0","2","0","0"
"mRNA..2..O.methyladenosine.N6...methyltransferase.activity..GO.0016422.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"tRNA..cytosine.5...methyltransferase.activity..GO.0016428.","0","0","0","0","0","3","0","0","3","1","0","0","2","0","1","1","0"
"tRNA..adenine.N1...methyltransferase.activity..GO.0016429.","0","0","0","0","0","0","0","0","0","0","8","0","0","6","4","6","2"
"tRNA..adenine.N6...methyltransferase.activity..GO.0016430."," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 2"," 1"," 0"," 5","10"," 7"," 1"," 1"
"rRNA..adenine..methyltransferase.activity..GO.0016433.","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"rRNA..cytosine..methyltransferase.activity..GO.0016434."," 0"," 0"," 0"," 0"," 1"," 4"," 3"," 2"," 4"," 1","10"," 7","12"," 4","14"," 1"," 0"
"rRNA..guanine..methyltransferase.activity..GO.0016435.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"rRNA..uridine..methyltransferase.activity..GO.0016436.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"tRNA.cytidylyltransferase.activity..GO.0016437."," 0"," 3"," 0"," 3","14"," 4"," 4"," 7"," 7"," 5","26"," 2","20"," 7"," 4","10"," 1"
"pyrophosphatase.activity..GO.0016462.","  0","  0","  0","  0"," 26","  0","  0","  0","  9"," 10","104","  5"," 60"," 51"," 46"," 56","  0"
"zinc.exporting.ATPase.activity..GO.0016463.","0","0","0","0","1","0","1","0","7","7","4","2","7","0","0","2","0"
"oxidoreductase.activity..GO.0016491.","   0","   0","   0","   0","1587"," 362"," 677"," 889"," 932"," 436","4420"," 556","2996","2614","1826","3176"," 167"
"metallochaperone.activity..GO.0016530."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 5"," 0","10"," 0"," 6"," 4"," 2","11"," 0"
"cyclin.dependent.protein.serine.threonine.kinase.regulator.activity..GO.0016538.","0","0","0","0","0","0","0","0","1","0","3","0","1","0","2","1","0"
"amino.acid.binding..GO.0016597.","  0","  6","  0","  0","205"," 62","111","127","148"," 65","700","111","518","370","238","561"," 24"
"glutaminyl.peptide.cyclotransferase.activity..GO.0016603.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"X.oxidoreductase.activity..acting.on.CH.OH.group.of.donors..GO.0016614..","  0","  0","  0","  9","152"," 60"," 65"," 59"," 88"," 74","436"," 68","278","175","124","250","  8"
"malate.dehydrogenase.activity..GO.0016615.","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0"
"X.oxidoreductase.activity..acting.on.the.CH.OH.group.of.donors..NAD.or.NADP.as.acceptor..GO.0016616..","  0","  0","  0","  5"," 98"," 59"," 62"," 79"," 73"," 43","355"," 86","295","171","122","213"," 10"
"hydroxypyruvate.reductase.activity..GO.0016618.","0","0","0","1","4","1","2","3","3","0","3","1","0","8","9","1","0"
"X.oxidoreductase.activity..acting.on.the.aldehyde.or.oxo.group.of.donors..NAD.or.NADP.as.acceptor..GO.0016620..","  0","  4","  0","  0","141"," 24"," 73"," 75"," 75"," 34","452"," 57","408","341","249","364"," 24"
"X.oxidoreductase.activity..acting.on.the.aldehyde.or.oxo.group.of.donors..disulfide.as.acceptor..GO.0016624.."," 0"," 0"," 0"," 0"," 9"," 0"," 5","20"," 0"," 4","91"," 2","44","54","19","41"," 3"
"X.oxidoreductase.activity..acting.on.the.aldehyde.or.oxo.group.of.donors..iron.sulfur.protein.as.acceptor..GO.0016625..","0","0","0","1","0","0","0","0","0","0","1","0","2","1","2","4","0"
"X.oxidoreductase.activity..acting.on.the.CH.CH.group.of.donors..GO.0016627.."," 0"," 0"," 0"," 0","22"," 9"," 6","35"," 0"," 2","76","11","47","39","25","46"," 7"
"X.oxidoreductase.activity..acting.on.the.CH.CH.group.of.donors..NAD.or.NADP.as.acceptor..GO.0016628.."," 0"," 0"," 0"," 0","33"," 5"," 7","13"," 9"," 6","52"," 6","75","61","34","34"," 3"
"X12.oxophytodienoate.reductase.activity..GO.0016629."," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0","17"," 4"," 5","10"," 0"," 5"," 0"
"protochlorophyllide.reductase.activity..GO.0016630.","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"X.oxidoreductase.activity..acting.on.the.CH.CH.group.of.donors..iron.sulfur.protein.as.acceptor..GO.0016636..","0","0","0","0","3","3","0","0","3","1","0","0","0","1","1","2","0"
"X.oxidoreductase.activity..acting.on.the.CH.NH2.group.of.donors..NAD.or.NADP.as.acceptor..GO.0016639.."," 0"," 0"," 0"," 0","20"," 2"," 6","24","12"," 0","86","13","74","72","22","76"," 5"
"X.oxidoreductase.activity..acting.on.the.CH.NH2.group.of.donors..oxygen.as.acceptor..GO.0016641..","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0"
"X.oxidoreductase.activity..acting.on.the.CH.NH.group.of.donors..GO.0016645.."," 0"," 6"," 0"," 0","13","10"," 6"," 4","10"," 6","26"," 3","17"," 7","10"," 3"," 0"
"X.oxidoreductase.activity..acting.on.NAD.P.H..GO.0016651.."," 0"," 1"," 0"," 0","14"," 2"," 3"," 9"," 8","15","37"," 3","16","13","28","10"," 0"
"X.oxidoreductase.activity..acting.on.NAD.P.H..NAD.P..as.acceptor..GO.0016652.."," 0"," 0"," 0"," 0"," 0"," 0"," 6"," 0"," 2"," 3","27"," 4","12","12"," 0"," 9"," 0"
