"","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"galactosylceramidase.activity..GO.0004336.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"geranyltranstransferase.activity..GO.0004337.","0","0","0","0","0","0","4","0","5","0","4","2","4","3","2","3","0"
"X.glucan.exo.1.3.beta.glucosidase.activity..GO.0004338..","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"X.glucan.1.4.alpha.glucosidase.activity..GO.0004339..","0","0","0","0","3","0","0","1","2","0","1","0","0","0","4","3","0"
"glucokinase.activity..GO.0004340."," 2"," 0"," 0"," 0","11"," 4"," 4"," 9","11"," 3","28","12","21","20","19","26"," 0"
"gluconolactonase.activity..GO.0004341."," 1"," 0"," 0"," 0"," 5"," 0"," 0"," 0"," 8"," 0","31"," 5","19","22"," 6","19"," 0"
"glucosamine.6.phosphate.deaminase.activity..GO.0004342."," 0"," 1"," 0"," 0"," 3"," 2"," 8"," 6"," 4"," 1","20"," 0"," 9","12","12","19"," 0"
"glucose.6.phosphate.dehydrogenase.activity..GO.0004345."," 0"," 0"," 0"," 0","23"," 3"," 5"," 2","14"," 0","57","11","50","60","38","64"," 1"
"glucose.6.phosphate.isomerase.activity..GO.0004347."," 0"," 0"," 0"," 0","33"," 0","23"," 7","14","12","64"," 7","70","45","33","68"," 0"
"glucosylceramidase.activity..GO.0004348."," 0"," 0"," 0"," 0"," 0"," 0"," 7","22"," 0"," 1","47"," 6","22","66","19","39"," 2"
"glutamate.5.kinase.activity..GO.0004349."," 0"," 0"," 0"," 0","19"," 8","12"," 6","11"," 6","58","16","57","43","32","38"," 4"
"glutamate.5.semialdehyde.dehydrogenase.activity..GO.0004350."," 0"," 0"," 0"," 1","18"," 7"," 6"," 6","10"," 5","50"," 5","36","25","13","25"," 2"
"glutamate.decarboxylase.activity..GO.0004351.","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"glutamate.dehydrogenase..NAD...activity..GO.0004352."," 0"," 0"," 0"," 0","25"," 0"," 0"," 7","24"," 0","23"," 1","32","23","18","62"," 1"
"glutamate.dehydrogenase..NAD.P....activity..GO.0004353.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"glutamate.dehydrogenase..NADP...activity..GO.0004354.","0","0","0","0","0","3","0","0","0","0","3","1","1","2","3","3","0"
"glutamate.synthase..NADPH..activity..GO.0004355."," 0"," 0"," 0"," 1","38","19","10"," 1","16"," 7","69"," 6","43","16","36","27"," 1"
"glutamate.ammonia.ligase.activity..GO.0004356.","  0","  1","  0","  0"," 60","  0"," 33"," 25"," 25","  1","177"," 26","137","101"," 95","149","  5"
"glutamate.cysteine.ligase.activity..GO.0004357.","  0","  4","  0","  0"," 22"," 13"," 15"," 15"," 15","  3","108"," 27"," 60"," 60"," 43"," 68","  4"
"glutamate.N.acetyltransferase.activity..GO.0004358."," 0"," 1"," 0"," 1","11"," 0","11","16"," 3"," 4","40"," 7","20","24","11","20"," 1"
"glutaminase.activity..GO.0004359."," 0"," 1"," 0"," 0"," 9"," 2"," 2"," 0"," 2"," 3","23"," 8","13","12"," 7"," 8"," 1"
"glutamine.fructose.6.phosphate.transaminase..isomerizing..activity..GO.0004360.","  0","  0","  0","  0"," 43","  4","  9"," 22"," 27"," 17","102","  9"," 78"," 90"," 35"," 67","  0"
"glutaryl.CoA.dehydrogenase.activity..GO.0004361."," 0"," 0"," 0"," 0"," 8"," 0"," 2"," 2"," 2"," 0","12"," 1"," 4"," 3"," 1"," 1"," 3"
"glutathione.disulfide.reductase.activity..GO.0004362."," 0"," 0"," 0"," 0","12"," 2","11"," 5","11","12","19","13","17","15","18","13"," 0"
"glutathione.synthase.activity..GO.0004363."," 0"," 0"," 0"," 0"," 9"," 0","10"," 2"," 6"," 6","33"," 4","30"," 7","21","29"," 0"
"glutathione.transferase.activity..GO.0004364."," 0"," 0"," 0"," 0"," 9"," 9"," 2"," 1","10"," 0","24"," 2","23","10"," 6"," 3"," 0"
"glyceraldehyde.3.phosphate.dehydrogenase..NAD....phosphorylating..activity..GO.0004365."," 0"," 0"," 0"," 0"," 7"," 0"," 3","13"," 8"," 0","37"," 7","33","32","12","21"," 0"
"glycerol.3.phosphate.O.acyltransferase.activity..GO.0004366."," 0"," 0"," 0"," 0","38"," 6","13","15","24","13","47","11","39"," 3","14","12"," 0"
"glycerol.3.phosphate.dehydrogenase..NAD...activity..GO.0004367."," 0"," 0"," 0"," 0"," 4"," 0"," 1"," 8"," 3"," 1","45"," 5","22","20"," 7","23"," 0"
"glycerol.3.phosphate.dehydrogenase.activity..GO.0004368."," 0"," 0"," 0"," 4","10"," 2"," 4"," 8"," 6"," 5","47"," 3","25","24","15","31"," 0"
"glycerol.3.phosphate.oxidase.activity..GO.0004369.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"glycerol.kinase.activity..GO.0004370."," 0"," 0"," 0"," 0","27"," 8","17","17","13"," 7","70","15","50","42","26","45"," 0"
"glycerone.kinase.activity..GO.0004371."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0","20"," 0","19","18","20","13"," 0"
"glycine.hydroxymethyltransferase.activity..GO.0004372."," 0"," 0"," 0"," 0","24"," 0","15","14","12","20","86"," 0","59","66","38","56"," 6"
"glycogen..starch..synthase.activity..GO.0004373.","0","0","0","0","6","0","1","0","3","2","9","0","4","1","1","2","0"
"glycine.dehydrogenase..decarboxylating..activity..GO.0004375.","  0","  0","  0","  0"," 15","  0","  9"," 25","  7","  3","123"," 14"," 74"," 97"," 37","105","  0"
"X.GDP.Man.Man3GlcNAc2.PP.Dol.alpha.1.2.mannosyltransferase.activity..GO.0004377..","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"glycylpeptide.N.tetradecanoyltransferase.activity..GO.0004379.","0","0","0","0","2","0","0","0","2","2","0","0","2","0","1","1","0"
"glycoprotein.fucosylgalactoside.alpha.N.acetylgalactosaminyltransferase.activity..GO.0004380.","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"fucosylgalactoside.3.alpha.galactosyltransferase.activity..GO.0004381.","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"guanylate.cyclase.activity..GO.0004383.","0","0","0","1","0","1","0","1","1","1","1","2","2","1","1","1","0"
"guanylate.kinase.activity..GO.0004385."," 0"," 0"," 0"," 0","19"," 6"," 7","13"," 4","12","30"," 4","29","21","13","25"," 0"
"helicase.activity..GO.0004386.","  0","  0","  0","  0","423","100","123","172","215","132","749"," 84","529","441","359","572"," 29"
"heme.oxygenase..decyclizing..activity..GO.0004392.","0","0","0","0","0","0","0","0","0","1","6","2","1","6","0","7","0"
"hexokinase.activity..GO.0004396.","0","1","0","2","6","0","2","1","0","4","7","0","3","0","1","1","0"
"histidine.ammonia.lyase.activity..GO.0004397."," 0"," 1"," 0"," 0"," 3","10"," 7","14"," 6"," 0","43"," 7","26","25","19","29"," 0"
"histidine.decarboxylase.activity..GO.0004398.","0","0","0","0","0","1","1","0","2","0","1","0","2","3","0","0","0"
"histidinol.dehydrogenase.activity..GO.0004399."," 0"," 0"," 0"," 1","18"," 0"," 0"," 0"," 9"," 5","57"," 0","51","26"," 9","42"," 0"
"histidinol.phosphate.transaminase.activity..GO.0004400."," 0"," 0"," 0"," 0","21"," 3","15"," 5","13"," 3","49"," 5","23","25","25","48"," 8"
"histidinol.phosphatase.activity..GO.0004401."," 0"," 0"," 0"," 0"," 6"," 3"," 0"," 6"," 2"," 7","24"," 4","16","15"," 5","15"," 0"
"histone.acetyltransferase.activity..GO.0004402.","0","0","0","0","0","0","0","0","1","4","1","3","4","0","3","2","0"
"histone.deacetylase.activity..GO.0004407.","0","0","0","0","0","0","0","2","0","1","8","0","0","3","0","3","0"
"holocytochrome.c.synthase.activity..GO.0004408.","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","2"
"homoaconitate.hydratase.activity..GO.0004409.","1","0","0","0","2","0","0","1","2","1","3","0","2","2","3","0","0"
"homocitrate.synthase.activity..GO.0004410.","0","0","0","0","0","1","0","2","0","0","0","1","2","1","0","2","0"
"X.homogentisate.1.2.dioxygenase.activity..GO.0004411.."," 0"," 0"," 0"," 0"," 8"," 0"," 0"," 0"," 6"," 0","18"," 0"," 9","15"," 2","24"," 0"
"homoserine.dehydrogenase.activity..GO.0004412.","  0","  1","  0","  0"," 23","  4"," 15"," 24"," 20","  6","110"," 18"," 57"," 61"," 22"," 48","  0"
"homoserine.kinase.activity..GO.0004413."," 0"," 1"," 0"," 4","10"," 3","11"," 8"," 6"," 4","20"," 4","13"," 9","12","24"," 0"
"homoserine.O.acetyltransferase.activity..GO.0004414."," 0"," 0"," 0"," 0","17"," 0"," 7"," 5"," 7"," 0","40"," 0","26","34"," 8","25"," 2"
"hyalurononglucosaminidase.activity..GO.0004415.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"hydroxyacylglutathione.hydrolase.activity..GO.0004416."," 0"," 1"," 0"," 0"," 3"," 4"," 4"," 1"," 2"," 4","12"," 6","11"," 6","14","11"," 0"
"hydroxyethylthiazole.kinase.activity..GO.0004417."," 0"," 0"," 0"," 0"," 3"," 1"," 0"," 0"," 9"," 7"," 7"," 0","12"," 1"," 2"," 3"," 0"
"hydroxymethylbilane.synthase.activity..GO.0004418."," 0"," 0"," 0"," 0","15"," 0"," 8"," 1"," 7"," 5","29"," 0","18","21"," 8","17"," 0"
"hydroxymethylglutaryl.CoA.lyase.activity..GO.0004419."," 0","29"," 0"," 2"," 6"," 5"," 0"," 3"," 1"," 5","37"," 7","16","18"," 1","23"," 0"
"hydroxymethylglutaryl.CoA.reductase..NADPH..activity..GO.0004420."," 3"," 0"," 0"," 0"," 2"," 2"," 0"," 2"," 3"," 1","38"," 2","11","15"," 5","22"," 0"
"hydroxymethylglutaryl.CoA.synthase.activity..GO.0004421.","0","0","0","0","0","0","4","0","1","1","8","0","2","7","1","5","1"
"hypoxanthine.phosphoribosyltransferase.activity..GO.0004422."," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 1"," 3"," 5","17"," 0","12","16"," 9","23"," 4"
"iduronate.2.sulfatase.activity..GO.0004423.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0"
"imidazoleglycerol.phosphate.dehydratase.activity..GO.0004424."," 0"," 0"," 0"," 0","23"," 5"," 1","10","14"," 8","42"," 5","33","23","12","34"," 0"
"indole.3.glycerol.phosphate.synthase.activity..GO.0004425."," 0"," 0"," 0"," 0"," 5","11"," 1"," 4"," 5"," 5","32"," 3","14","18","16","34"," 0"
"inorganic.diphosphatase.activity..GO.0004427."," 0"," 0"," 0"," 0","12"," 0"," 0"," 2","13"," 5","86"," 0","40","54","36","55"," 4"
"X1.phosphatidylinositol.4.kinase.activity..GO.0004430.","0","1","0","1","1","1","0","0","3","0","1","0","4","2","3","0","0"
"phosphatidylinositol.phospholipase.C.activity..GO.0004435.","0","0","0","0","4","0","0","0","0","4","2","0","4","0","0","1","0"
"X.phosphatidylinositol.4.5.bisphosphate.5.phosphatase.activity..GO.0004439..","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"isocitrate.dehydrogenase..NAD...activity..GO.0004449.","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","8","0"
"isocitrate.dehydrogenase..NADP...activity..GO.0004450.","  0","  0","  0","  0"," 32","  2"," 14"," 19"," 27"," 13","100","  7"," 82"," 56"," 40"," 54","  4"
"isocitrate.lyase.activity..GO.0004451."," 0"," 0"," 0"," 0","25"," 0","10","10"," 8"," 0","61"," 6","41","32","31","33"," 5"
"isopentenyl.diphosphate.delta.isomerase.activity..GO.0004452."," 0"," 0"," 0"," 0"," 4"," 2"," 1"," 3"," 0"," 0"," 8"," 4"," 6"," 7"," 6","11"," 0"
"ketol.acid.reductoisomerase.activity..GO.0004455."," 0"," 0"," 0"," 0"," 6"," 9","10","13"," 7"," 7","82"," 3","41","56","20","25"," 3"
"phosphogluconate.dehydratase.activity..GO.0004456."," 0"," 0"," 0"," 0"," 6"," 0"," 3"," 3"," 4"," 0","38"," 8","36","14","17","38"," 0"
"lactate.dehydrogenase.activity..GO.0004457.","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"D.lactate.dehydrogenase..cytochrome..activity..GO.0004458.","0","0","0","0","1","0","0","0","0","0","3","0","0","9","4","2","0"
"L.lactate.dehydrogenase.activity..GO.0004459."," 2"," 0"," 0"," 0"," 1"," 0"," 8"," 3"," 0"," 3"," 5"," 2"," 4"," 6"," 2","11"," 0"
"L.lactate.dehydrogenase..cytochrome..activity..GO.0004460."," 0"," 0"," 0"," 0"," 3"," 4"," 2","10"," 5"," 0","32"," 3"," 8","15"," 2","15"," 0"
"lactoylglutathione.lyase.activity..GO.0004462."," 0"," 0"," 0"," 0","12"," 9"," 4"," 5"," 4"," 7","26"," 1","17"," 9","12","25"," 2"
"leukotriene.A4.hydrolase.activity..GO.0004463.","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0"
"long.chain.acyl.CoA.dehydrogenase.activity..GO.0004466.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"long.chain.fatty.acid.CoA.ligase.activity..GO.0004467."," 0"," 0"," 0"," 0","14"," 0"," 0"," 8","11"," 2","48"," 3","34","27","15","45"," 0"
"malate.dehydrogenase..decarboxylating...NAD...activity..GO.0004471.","  0","  0","  0","  0"," 74"," 21"," 25"," 14"," 36"," 12","136"," 28"," 97"," 99"," 53","139","  0"
"malate.dehydrogenase..decarboxylating...NADP...activity..GO.0004473."," 0"," 0"," 0"," 0","29"," 3"," 3","10","12"," 3","99","19","64","72","36","94"," 0"
"malate.synthase.activity..GO.0004474."," 0"," 0"," 0"," 0","20"," 0"," 8"," 8","10"," 7","67"," 6","24","36","24","42"," 0"
"mannose.1.phosphate.guanylyltransferase.activity..GO.0004475."," 1"," 1"," 0"," 0"," 1"," 0"," 2"," 1"," 0"," 0"," 4"," 0"," 7"," 5"," 1","18"," 0"
"mannose.6.phosphate.isomerase.activity..GO.0004476."," 0"," 0"," 0"," 0"," 4"," 1"," 3"," 2"," 1"," 1","36"," 0","18","12","27","19"," 2"
"methenyltetrahydrofolate.cyclohydrolase.activity..GO.0004477."," 0"," 2"," 0"," 0"," 8"," 0"," 5"," 7"," 7"," 5","38"," 2","25","25"," 9","23"," 0"
"methionine.adenosyltransferase.activity..GO.0004478."," 0"," 0"," 0"," 0"," 2"," 0"," 3"," 6","13"," 7","82"," 6","33","54","35","46"," 0"
"methionyl.tRNA.formyltransferase.activity..GO.0004479."," 0"," 0"," 0"," 2"," 8"," 0"," 7"," 7"," 6"," 4","27"," 4","16","19","17","27"," 3"
"mRNA..guanine.N7...methyltransferase.activity..GO.0004482.","1","0","0","0","1","0","2","0","0","0","0","0","1","3","4","0","1"
"mRNA.guanylyltransferase.activity..GO.0004484.","0","0","0","0","0","0","1","0","1","0","1","0","2","0","0","0","0"
"methylcrotonoyl.CoA.carboxylase.activity..GO.0004485."," 0"," 1"," 0"," 0"," 2"," 0"," 0"," 4"," 0"," 0","23"," 4","19","12"," 2","20"," 0"
"methylenetetrahydrofolate.dehydrogenase..NADP...activity..GO.0004488."," 0"," 2"," 0"," 0","12"," 0"," 6"," 7"," 8"," 7","42"," 3","28","26","10","23"," 0"
"methylenetetrahydrofolate.reductase..NAD.P.H..activity..GO.0004489."," 0"," 0"," 0"," 4","23"," 7"," 6"," 9"," 8","14","54","14","26","38"," 9","29"," 2"
"methylglutaconyl.CoA.hydratase.activity..GO.0004490.","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"methylmalonate.semialdehyde.dehydrogenase..acylating..activity..GO.0004491.","  0","  0","  0","  0"," 21","  0","  0","  7"," 12","  3","105","  6"," 55"," 46"," 32"," 70","  1"
"methylmalonyl.CoA.epimerase.activity..GO.0004493."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 0","12"," 0"
"methylmalonyl.CoA.mutase.activity..GO.0004494.","  0","  0","  0","  0","  6","  0","  0"," 13","  0","  0"," 97","  0"," 56"," 97"," 78","128","  0"
"mevalonate.kinase.activity..GO.0004496.","0","0","0","0","0","0","0","0","0","0","0","2","3","0","1","2","1"
"monooxygenase.activity..GO.0004497.","  0"," 18","  0","  0","194"," 38"," 57"," 61"," 85"," 35","430"," 44","297","216","147","281","  0"
"X.N.N.dimethylaniline.monooxygenase.activity..GO.0004499.."," 0"," 0"," 0"," 0","13"," 2"," 3"," 5"," 7"," 5","19"," 5","26"," 5"," 7"," 8"," 0"
"kynurenine.3.monooxygenase.activity..GO.0004502.","0","0","0","2","2","0","0","1","0","0","3","0","6","1","1","1","0"
"monophenol.monooxygenase.activity..GO.0004503.","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"peptidylglycine.monooxygenase.activity..GO.0004504.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"phenylalanine.4.monooxygenase.activity..GO.0004505."," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 4"," 0","11"," 6"," 7","15"," 5","21"," 0"
"squalene.monooxygenase.activity..GO.0004506.","0","0","0","0","0","0","1","0","1","0","2","0","2","0","0","0","0"
"tryptophan.5.monooxygenase.activity..GO.0004510.","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0"
"tyrosine.3.monooxygenase.activity..GO.0004511.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"inositol.3.phosphate.synthase.activity..GO.0004512."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11"," 0","12","22","13","16"," 0"
"nicotinate.nucleotide.diphosphorylase..carboxylating..activity..GO.0004514.","  0"," 26","  0","  0"," 18","  0","  7"," 22"," 15","  8","106"," 14"," 73"," 57"," 29"," 72","  0"
"nicotinate.nucleotide.adenylyltransferase.activity..GO.0004515."," 0"," 0"," 0"," 0"," 3"," 2"," 3"," 0"," 2"," 2"," 9"," 0"," 6","13"," 8"," 8"," 2"
"nicotinate.phosphoribosyltransferase.activity..GO.0004516."," 0"," 0"," 0"," 0"," 9"," 2"," 1","10","12"," 5","57"," 6","31","28"," 8","52"," 0"
"nitric.oxide.synthase.activity..GO.0004517.","0","0","0","0","3","0","0","0","0","0","0","0","3","0","2","1","0"
"nuclease.activity..GO.0004518.","  0","  1","  0","  0"," 42","  7"," 11"," 35"," 12"," 14","166"," 10"," 74"," 77"," 40","107","  8"
"endonuclease.activity..GO.0004519.","  0"," 42","  0"," 14","204"," 81"," 62"," 79","128"," 73","551"," 48","348","322","173","383"," 14"
"endodeoxyribonuclease.activity..GO.0004520.","0","0","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0"
"endoribonuclease.activity..GO.0004521.","  0"," 14","  0","  2"," 39","  6"," 16"," 24"," 14"," 29","138"," 11"," 69"," 51"," 20"," 51","  1"
"RNA.DNA.hybrid.ribonuclease.activity..GO.0004523."," 0"," 0"," 0"," 1","35","11"," 8"," 9","14","13","51"," 4","42","23","15","28"," 0"
"ribonuclease.III.activity..GO.0004525."," 0"," 0"," 0"," 1"," 2"," 7"," 9"," 0","12"," 7","39"," 2","16","14"," 4","24"," 1"
"ribonuclease.P.activity..GO.0004526.","0","0","0","0","0","0","2","3","0","1","2","0","3","0","3","0","0"
"exonuclease.activity..GO.0004527.","  0","  0","  0","  0"," 77"," 21"," 37"," 66"," 55"," 36","368"," 40","175","211"," 93","189","  1"
"phosphodiesterase.I.activity..GO.0004528.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"exodeoxyribonuclease.activity..GO.0004529.","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"deoxyribonuclease.I.activity..GO.0004530.","0","0","0","0","2","1","0","0","1","2","2","1","3","0","0","0","0"
"X5..3..exoribonuclease.activity..GO.0004534.","0","0","0","0","1","1","0","0","0","2","2","0","0","0","1","0","0"
"poly.A..specific.ribonuclease.activity..GO.0004535.","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0"
"deoxyribonuclease.activity..GO.0004536."," 0"," 0"," 0"," 0","18"," 0"," 5"," 6","13"," 2","26"," 6"," 1"," 3"," 7"," 8"," 0"
"ribonuclease.activity..GO.0004540."," 0"," 0"," 0"," 0","34"," 9","12","12","10"," 8","73"," 7","49","32","17","61"," 4"
"tRNA.specific.ribonuclease.activity..GO.0004549."," 0"," 0"," 0"," 0","10"," 0"," 8"," 8"," 5"," 2","22"," 6","17","11","10","21"," 0"
"nucleoside.diphosphate.kinase.activity..GO.0004550."," 0"," 0"," 0"," 0"," 5"," 1"," 3"," 3"," 0"," 0","20"," 0"," 6"," 6","13","21"," 0"
"X.hydrolase.activity..hydrolyzing.O.glycosyl.compounds..GO.0004553..","   0","  22","   0","   0"," 301","  56"," 151"," 239"," 194","  55","1321"," 169"," 935"," 977"," 585","1157","  48"
"X.alpha.alpha.trehalase.activity..GO.0004555.."," 0"," 5"," 0"," 0"," 4"," 7"," 5"," 3"," 6"," 3","37","11","45","21","30","32"," 2"
"alpha.amylase.activity..GO.0004556.","0","0","0","0","0","3","0","0","1","3","5","1","3","2","8","3","0"
"alpha.galactosidase.activity..GO.0004557."," 0"," 2"," 0"," 0"," 5"," 0"," 0"," 9"," 7"," 1","15"," 3","21","10"," 9","21"," 0"
"alpha.glucosidase.activity..GO.0004558."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 2"," 0","10"," 1"," 0"
"alpha.mannosidase.activity..GO.0004559."," 0"," 0"," 0"," 0"," 4"," 0"," 3"," 7"," 4"," 5","17"," 0","12","20","43","29"," 6"
"alpha.L.fucosidase.activity..GO.0004560."," 0"," 0"," 0"," 0"," 5"," 0"," 5","14"," 6"," 0","59"," 0","44","41","19","70"," 0"
"alpha.N.acetylglucosaminidase.activity..GO.0004561.","1","1","0","0","0","0","0","0","3","0","1","4","0","2","1","0","1"
"beta.N.acetylhexosaminidase.activity..GO.0004563."," 0"," 0"," 0"," 0","23","10"," 9","16","11","12","80","19","60","25","29","48"," 3"
"beta.fructofuranosidase.activity..GO.0004564."," 1"," 1"," 0"," 0"," 3","11"," 0"," 2"," 1"," 0"," 8","11","15"," 1","12"," 5"," 0"
"beta.galactosidase.activity..GO.0004565.","  0","  0","  0","  0"," 22"," 16"," 16"," 26"," 42","  3","115"," 33"," 86"," 48"," 49","110","  4"
"beta.glucuronidase.activity..GO.0004566.","0","0","0","0","1","0","1","1","1","0","2","1","4","2","2","0","0"
"beta.mannosidase.activity..GO.0004567."," 0"," 0"," 0"," 0"," 9"," 0"," 0"," 0"," 9"," 2","26"," 2","19","40","16","56"," 3"
"chitinase.activity..GO.0004568."," 0"," 0"," 0"," 0","11"," 2","13"," 6"," 1"," 7","34","21","15","20","33","14"," 0"
"X.mannosyl.oligosaccharide.1.2.alpha.mannosidase.activity..GO.0004571.."," 0"," 0"," 0"," 0"," 1"," 2"," 0"," 0"," 7"," 0","15"," 0","12"," 3"," 2"," 3"," 0"
"mannosyl.oligosaccharide.glucosidase.activity..GO.0004573."," 0"," 0"," 0"," 0"," 3"," 0"," 1"," 5"," 7"," 3","57"," 0","15","34"," 8","33"," 5"
"X.oligo.1.6.glucosidase.activity..GO.0004574..","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"sucrose.alpha.glucosidase.activity..GO.0004575.","0","0","0","0","9","1","4","0","0","3","3","5","2","2","6","0","0"
"oligosaccharyl.transferase.activity..GO.0004576.","0","0","0","0","3","0","0","0","5","0","0","0","0","1","1","0","0"
"dolichyl.diphosphooligosaccharide.protein.glycotransferase.activity..GO.0004579.","0","0","0","0","3","0","0","0","2","4","2","0","1","0","1","0","0"
"dolichyl.phosphate.beta.D.mannosyltransferase.activity..GO.0004582.","0","0","0","0","2","1","0","1","3","0","5","1","2","2","2","7","1"
"ornithine.carbamoyltransferase.activity..GO.0004585."," 0"," 0"," 0"," 0","14"," 1"," 1","12"," 4"," 6","29"," 4","25","19","17","40"," 0"
"ornithine.decarboxylase.activity..GO.0004586."," 0"," 3"," 0"," 0"," 2"," 5"," 4"," 1"," 9"," 2","40"," 8","19","13","13","19"," 0"
"ornithine.oxo.acid.transaminase.activity..GO.0004587.","0","0","0","0","0","0","0","0","0","0","2","0","4","2","0","4","0"
"orotate.phosphoribosyltransferase.activity..GO.0004588."," 0"," 0"," 0"," 0"," 6"," 0"," 0"," 4"," 6"," 3","38"," 0","15","24"," 8","10"," 0"
"orotidine.5..phosphate.decarboxylase.activity..GO.0004590."," 0"," 0"," 0"," 0"," 8"," 0"," 0"," 0"," 4"," 6","42"," 0","11","24","15"," 7"," 0"
"oxoglutarate.dehydrogenase..succinyl.transferring..activity..GO.0004591.","  8","  3","  0","  1"," 64"," 21"," 33"," 38"," 40"," 24","202"," 32","132","118","117","196"," 19"
"pantoate.beta.alanine.ligase.activity..GO.0004592."," 0"," 0"," 0"," 0"," 8"," 0"," 0"," 0"," 7"," 1","20"," 0","15","15","10"," 7"," 0"
"pantothenate.kinase.activity..GO.0004594."," 0"," 0"," 0"," 0"," 1"," 4"," 0"," 4"," 0"," 0","27"," 2","20","21","11","23"," 0"
"pantetheine.phosphate.adenylyltransferase.activity..GO.0004595."," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 1"," 3"," 0","18"," 0","14","19","12","18"," 0"
"peptide.aspartate.beta.dioxygenase.activity..GO.0004597."," 0"," 0"," 0"," 2"," 1"," 0"," 2"," 1"," 0"," 1","15"," 0"," 6"," 0"," 0"," 0"," 0"
"peroxidase.activity..GO.0004601.","  0","  0","  0","  0"," 27","  3","  1"," 20"," 18"," 10","149","  9","101","101"," 45"," 74","  0"
"glutathione.peroxidase.activity..GO.0004602."," 0"," 1"," 0"," 0"," 2"," 5"," 4"," 6"," 8"," 5","26"," 7","16","11"," 1","20"," 3"
"phosphoadenylyl.sulfate.reductase..thioredoxin..activity..GO.0004604."," 1"," 0"," 0"," 2","21"," 0"," 6"," 4"," 6"," 9","30"," 0","12","12"," 3","14"," 0"
"phosphatidate.cytidylyltransferase.activity..GO.0004605."," 0"," 1"," 0"," 1","13"," 5"," 2"," 5"," 9"," 5","14"," 8"," 7","21","13","10"," 2"
"phosphatidylethanolamine.N.methyltransferase.activity..GO.0004608.","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"phosphatidylserine.decarboxylase.activity..GO.0004609."," 0"," 0"," 0"," 0","11"," 0"," 6"," 7","10"," 7","38"," 1","22","21","12","19"," 0"
"phosphoacetylglucosamine.mutase.activity..GO.0004610.","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0"
"phosphoenolpyruvate.carboxykinase..ATP..activity..GO.0004612."," 0"," 0"," 0"," 0","14"," 2"," 1","11","10"," 0","37"," 5","36","20","15","52"," 0"
"phosphoenolpyruvate.carboxykinase..GTP..activity..GO.0004613."," 0"," 0"," 0"," 0","16"," 0"," 6"," 2"," 0"," 1","73"," 5","44","31","11","28"," 0"
"phosphoglucomutase.activity..GO.0004614."," 0"," 0"," 0"," 0","13"," 1"," 6"," 8"," 7"," 5","23"," 7","26","19","18","20"," 3"
"phosphomannomutase.activity..GO.0004615."," 1"," 0"," 0"," 3"," 8"," 2"," 6"," 8"," 6"," 4","26"," 5","20","24"," 8","24"," 2"
